#;NAME;Gl;Gb;RAJD;DECJD;P0;
2583;B1859+07;40.569;1.056;285.41223609;7.27633469;0.643999;
2584;J1901-0906;25.979;-6.441;285.47086958;-9.10309611;1.781928;
2585;J1901+1306;45.786;3.683;285.45320833;13.11341667;1.830857;
2586;J1901-1740;18.138;-10.071;285.32512500;-17.66666667;1.956858;
2587;J1902+0235;36.498;-1.282;285.62942500;2.58743056;0.415394;
2588;J1902+0248;36.738;-1.249;285.70941667;2.81555556;1.223777;
2589;J1902-0340;30.958;-4.209;285.71125000;-3.67166667;1.524672;
2590;B1900+05;39.501;0.210;285.67758522;5.94053304;0.746577;
2591;J1902+0557g;39.535;0.165;285.73333333;5.95000000;0.000000;
2592;B1900+06;39.814;0.336;285.70948750;6.27594722;0.673505;
2593;J1902+0723;40.742;0.984;285.55641667;7.39750000;0.487813;
2594;J1902+0809g;41.423;1.305;285.58333333;8.15000000;0.190230;
2595;J1902-1036;24.716;-7.291;285.67666250;-10.60361111;0.786814;
2596;J1902+1141;44.537;2.984;285.50917083;11.68486111;0.409140;
2597;J1902-5105;345.650;-22.379;285.51186754;-51.09915819;0.001742;
2598;B1900+01;35.727;-1.955;285.87494167;1.59403611;0.729307;
2599;J1903-0258;31.659;-4.038;285.87642917;-2.97100000;0.301459;
2600;J1903+0319g;37.229;-1.107;285.80833333;3.31666667;1.854000;
2601;J1903+0327;37.336;-1.014;285.77413839;3.45533586;0.002150;
2602;J1903+0415;38.088;-0.732;285.86800417;4.25211111;1.151399;
2603;J1903+0433g;38.335;-0.561;285.82916667;4.55000000;14.049900;
2604;J1903+0534g;39.257;-0.132;285.87083333;5.56666667;0.357650;
2605;J1903+0601;39.650;0.109;285.83697500;6.02611111;0.374117;
2606;B1900-06;28.479;-5.679;285.90805833;-6.53931111;0.431889;
2607;J1903+0654;40.502;0.388;285.98033333;6.91094444;0.791232;
2608;J1903+0839g;42.041;1.197;285.96666667;8.65000000;0.004620;
2609;J1903+0845g;42.100;1.301;285.90000000;8.75000000;0.153140;
2610;J1903-0848;26.382;-6.601;285.79696250;-8.81594444;0.887325;
2611;J1903+0851g;42.129;1.464;285.76666667;8.85000000;1.231970;
2612;J1903+0912;42.522;1.490;285.92542083;9.21158056;0.166314;
2613;J1903+0925;42.743;1.543;285.97991667;9.43194444;0.357155;
2614;J1903+2225;54.363;7.427;285.97062500;22.42008333;0.651185;
2615;J1903-7051;324.391;-26.508;285.91163958;-70.86207250;0.003598;
2616;J1904+0004;34.450;-2.811;286.05299167;0.06813611;0.139525;
2617;J1904+0056;35.224;-2.387;286.02941667;0.94972222;0.438089;
2618;J1904-0150;32.828;-3.841;286.23147917;-1.84236111;0.379387;
2619;J1904+0207g;36.333;-1.990;286.18333333;2.11666667;0.005040;
2620;J1904+0358g;37.936;-1.061;286.09166667;3.96666667;0.751540;
2621;J1904+0412;38.163;-0.988;286.13075833;4.20163889;0.071095;
2622;J1904+0415g;38.157;-0.872;286.02500000;4.25000000;0.231450;
2623;J1904+0451;38.806;-0.787;286.24743667;4.86526472;0.006092;
2624;J1904+0519g;39.109;-0.390;286.03333333;5.31666667;1.680530;
2625;J1904+0535g;39.430;-0.430;286.21666667;5.58333333;0.603760;
2626;J1904+0553g;39.630;-0.164;286.07083333;5.88333333;0.004910;
2627;J1904+0603g;39.845;-0.216;286.21666667;6.05000000;1.974930;
2628;J1904+0621g;40.117;-0.089;286.22916667;6.35000000;1.232000;
2629;J1904+0738;41.180;0.680;286.03138750;7.64769167;0.208958;
2630;J1904+0800;41.498;0.863;286.01458333;8.01461111;0.263345;
2631;J1904+0823g;41.903;0.884;286.18333333;8.38333333;1.507730;
2632;J1904+0836g;42.078;1.016;286.14583333;8.60000000;0.004440;
2633;J1904+0852g;42.353;1.066;286.22916667;8.86666667;0.006190;
2634;B1901+10;43.433;1.865;286.01037500;10.19294444;1.856570;
2635;J1904-11;24.100;-8.101;286.14166667;-11.50944444;0.002620;
2636;J1904-1224;23.291;-8.490;286.13867335;-12.40036635;0.750808;
2637;J1904-1629;19.590;-10.332;286.21404167;-16.48861111;1.541412;
2638;J1904+33;64.058;11.973;286.00000000;33.00000000;0.417000;
2639;B1902-01;33.690;-3.551;286.36563333;-0.94466667;0.643183;
2640;J1905+0154A;36.208;-2.201;286.31416667;1.90916667;0.003193;
2641;J1905+0156g;36.216;-2.163;286.28333333;1.93333333;1.085000;
2642;J1905+0400;38.095;-1.289;286.36780598;4.00302306;0.003784;
2643;J1905+0414;38.246;-1.079;286.25000000;4.23333333;*;
2644;J1905+0450g;38.891;-1.021;286.49583333;4.83333333;0.783300;
2645;J1905+0558g;39.793;-0.298;286.26666667;5.96666667;0.846000;
2646;J1905+0600;39.838;-0.277;286.26812500;6.01663889;0.441210;
2647;J1905+0616;40.069;-0.169;286.27853750;6.27130556;0.989706;
2648;J1905+0656g;40.730;-0.005;286.43750000;6.93333333;2.511650;
2649;B1903+07;40.944;0.065;286.47342570;7.15537856;0.648040;
2650;J1905+0758g;41.654;0.458;286.45000000;7.96666667;1.192760;
2651;J1905+0902;42.555;1.056;286.33139583;9.04235833;0.218253;
2652;J1905+0920g;42.794;1.228;286.28750000;9.33333333;0.170470;
2653;J1905+0936g;43.061;1.292;286.35416667;9.60000000;1.634510;
2654;J1905+1034;43.919;1.755;286.33593750;10.57436111;1.726810;
2655;J1906+0055;35.505;-3.000;286.70283546;0.91885722;0.002790;
2656;J1906+0335g;37.874;-1.776;286.70000000;3.58333333;1.296000;
2657;J1906+0414;38.478;-1.510;286.74080417;4.24151111;1.043362;
2658;J1906+0454;39.045;-1.167;286.69641542;4.90251167;0.002083;
2659;J1906+0509;39.291;-1.083;286.73540417;5.15988889;0.397590;
2660;B1904+06;40.604;-0.304;286.64685351;6.68413853;0.267275;
2661;J1906+0646g;40.639;-0.192;286.56250000;6.76666667;0.355520;
2662;J1906+0649;40.690;-0.152;286.54987500;6.83002778;1.286564;
2663;J1906+0722;41.216;0.031;286.63000000;7.38216667;0.111524;
2664;J1906+0724;41.222;0.074;286.59407083;7.40633333;1.536490;
2665;J1906+0746;41.598;0.147;286.70358333;7.77386111;0.144073;
2666;J1906+0757g;41.737;0.260;286.66666667;7.95000000;0.057190;
2667;J1906+0822g;42.104;0.459;286.65833333;8.36666667;0.433440;
2668;J1906+0912;42.840;0.884;286.61858333;9.21572222;0.775345;
2669;J1906-1754;18.427;-11.239;286.56216667;-17.90916667;0.002876;
2670;J1906+1854;51.501;5.251;286.68629167;18.90236111;1.019093;
2671;J1907+0249;37.306;-2.323;286.92512500;2.82805556;0.351879;
2672;J1907+0255;37.339;-2.192;286.82458333;2.91741667;0.618761;
2673;J1907+0345;38.075;-1.796;286.81059583;3.75294444;0.240153;
2674;J1907+0534;39.717;-0.988;286.84725000;5.58138889;1.138403;
2675;J1907+0555g;40.021;-0.848;286.86250000;5.91666667;3.159000;
2676;J1907+0602;40.182;-0.894;286.97808333;6.03802778;0.106633;
2677;J1907+0631;40.515;-0.484;286.76590000;6.52191667;0.323648;
2678;J1907+0658g;40.967;-0.390;286.89166667;6.96666667;0.218340;
2679;J1907+0709g;41.173;-0.390;286.98750000;7.15000000;0.344100;
2680;J1907+0731;41.500;-0.211;286.97829167;7.52275000;0.363676;
2681;J1907+0740;41.613;-0.102;286.93382500;7.67294444;0.574698;
2682;J1907+0833;42.431;0.262;286.98768333;8.56666389;0.167628;
2683;J1907+0859;42.707;0.661;286.75797083;8.99550000;1.527042;
2684;J1907+0918;43.024;0.730;286.84350417;9.30854444;0.226107;
2685;J1907+0919;43.021;0.766;286.80970833;9.32225000;5.198346;
2686;J1907+1149;45.290;1.832;286.90741667;11.82697222;1.420160;
2687;B1904+12;46.099;2.373;286.79458333;12.79330556;0.827097;
2688;J1907-1532;20.700;-10.413;286.77825000;-15.53747222;0.632235;
2689;B1905+39;70.948;14.203;286.89440000;40.03491944;1.235757;
2690;J1907+57;87.484;20.459;286.75000000;57.00000000;0.424000;
2691;J1908+0128;36.170;-3.080;287.07834858;1.47297611;0.004702;
2692;J1908+0457;39.267;-1.468;287.06729167;4.96138889;0.846793;
2693;J1908+0500;39.293;-1.403;287.02150833;5.01512500;0.291021;
2694;J1908+0558;40.141;-0.949;287.00832083;5.97609444;0.168678;
2695;J1908+0734;41.585;-0.270;287.07087500;7.57065556;0.212353;
2696;J1908+0811g;42.180;-0.087;287.18333333;8.18333333;0.181640;
2697;J1908+0833;42.469;0.171;287.08733333;8.55875000;0.512111;
2698;J1908+0839;42.560;0.229;287.07712500;8.66644444;0.185397;
2699;J1908+0909;42.972;0.494;287.03098750;9.15344444;0.336555;
2700;J1908+0911g;43.001;0.502;287.03750000;9.18333333;5.166000;
2701;B1906+09;43.173;0.361;287.24483333;9.27055556;0.830270;
2702;J1908+0949g;43.562;0.797;287.03333333;9.81666667;0.009050;
2703;J1908+1035g;44.271;1.096;287.09583333;10.58333333;0.010690;
2704;J1908+1351;47.206;2.558;287.14712500;13.86111111;3.174832;
2705;J1908+2105;53.692;5.775;287.23872500;21.08409056;0.002564;
2706;J1908+2351;56.144;7.112;287.13308333;23.86163889;0.377578;
2707;B1907+00;35.123;-3.977;287.39690678;0.13271408;1.016948;
2708;B1907+02;37.605;-2.713;287.40962686;2.91407554;0.989831;
2709;J1909+0616;40.620;-1.210;287.46337500;6.28105556;0.755993;
2710;J1909+0641;40.941;-0.940;287.37105000;6.69050000;0.741762;
2711;J1909+0657g;41.143;-0.765;287.30833333;6.95000000;1.245890;
2712;J1909+0749;41.909;-0.340;287.28416667;7.82555556;0.237161;
2713;J1909+0905g;43.083;0.127;287.41250000;9.08333333;1.494880;
2714;J1909+0912;43.164;0.258;287.33295833;9.21491667;0.222949;
2715;J1909+0930g;43.468;0.291;287.44583333;9.50000000;2.020780;
2716;B1907+10;44.832;0.992;287.45284542;11.03417889;0.283642;
2717;J1909+1132g;45.253;1.265;287.40416667;11.53333333;0.006800;
2718;J1909+1148;45.494;1.416;287.38074583;11.81662778;0.448945;
2719;J1909+1205;45.780;1.472;287.46445833;12.09638889;1.229312;
2720;J1909+1450;48.181;2.827;287.36233333;14.84944444;0.996108;
2721;J1909+1859;51.852;4.749;287.32751667;18.98631667;0.542451;
2722;J1909-3744;359.731;-19.596;287.44763451;-37.73738437;0.002947;
2723;J1910-0112;34.009;-4.736;287.56541667;-1.20166667;1.360603;
2724;J1910+0225;37.229;-3.057;287.54316250;2.42322222;0.337855;
2725;B1907-03;32.280;-5.681;287.62371667;-3.16502778;0.504606;
2726;B1907+03;38.606;-2.339;287.53776645;3.97445134;2.330263;
2727;J1910+0435;39.158;-2.062;287.54613333;4.59152778;0.664679;
2728;J1910+0517;39.838;-1.835;287.65794583;5.29891667;0.308048;
2729;J1910+0534;40.056;-1.668;287.61045833;5.56916667;0.452867;
2730;J1910-0556;29.762;-6.885;287.56884583;-5.94163889;0.557609;
2731;J1910+0710;41.461;-0.879;287.55780417;7.17955556;0.538647;
2732;J1910+0714;41.520;-0.870;287.57748750;7.23661111;2.712423;
2733;J1910+0728;41.740;-0.772;287.59199583;7.47696944;0.325415;
2734;J1910+1017;44.250;0.517;287.60885000;10.29835833;0.411159;
2735;J1910+1026;44.426;0.503;287.70313750;10.44791667;0.531493;
2736;J1910+1054g;44.737;0.886;287.50416667;10.90000000;0.003870;
2737;J1910+1117g;45.126;0.968;287.61250000;11.28333333;1.321520;
2738;B1907+12;46.205;1.591;287.55641313;12.52782889;1.441742;
2739;J1910+1256;46.564;1.795;287.54042290;12.94040385;0.004984;
2740;J1910+56;87.575;19.955;287.67500000;56.91666667;0.341900;
2741;J1910-5959A;90.706;20.821;287.92811167;59.97416250;0.003266;
2742;J1910-5959B;336.494;-25.628;287.71689833;-59.98357250;0.008358;
2743;J1910-5959C;336.464;-25.662;287.77314667;-60.01658333;0.005277;
2744;J1910-5959D;336.493;-25.629;287.71840125;-59.98485528;0.009035;
2745;J1910-5959E;336.494;-25.628;287.71732167;-59.98391306;0.004572;
2746;J1910-5959F;336.491;-25.629;287.71694167;-59.98591667;0.008485;
2747;J1911+00;35.808;-4.247;287.95000000;0.61666667;6.940000;
2748;B1908+00A;36.111;-3.918;287.79620654;1.03603917;0.003619;
2749;J1911+0101B;36.109;-3.926;287.80238542;1.03067778;0.005384;
2750;J1911+0310g;38.020;-2.965;287.82500000;3.16666667;1.333000;
2751;J1911+0751g;42.225;-0.896;287.92916667;7.85000000;0.796910;
2752;J1911+0921;43.576;-0.207;287.94369583;9.36577778;0.273707;
2753;J1911+0925;43.654;-0.227;287.99780000;9.42561111;0.323858;
2754;J1911+0939g;43.812;-0.045;287.90833333;9.65000000;0.365470;
2755;J1911+1017g;44.324;0.343;287.80000000;10.28333333;1.337000;
2756;J1911+1051;44.890;0.499;287.92609167;10.85742778;0.190873;
2757;J1911-1114;25.137;-9.579;287.95534304;-11.23957806;0.003626;
2758;J1911+1252g;46.645;1.479;287.86666667;12.86666667;0.027240;
2759;J1911+1301;46.792;1.538;287.88224583;13.02405556;1.010462;
2760;J1911+1336;47.368;1.712;287.99808750;13.61527778;0.299992;
2761;J1911+1347;47.518;1.809;287.98001448;13.79287662;0.004626;
2762;J1911+1758;51.238;3.738;287.98079167;17.97938611;0.460406;
2763;J1912+0934g;43.858;-0.313;288.17083333;9.56666667;0.897470;
2764;J1912-0952;26.415;-9.067;288.05103417;-9.88104111;0.025068;
2765;J1912+1000g;44.251;-0.130;288.19166667;10.00000000;3.053000;
2766;B1910+10;44.794;0.152;288.19304167;10.61155556;0.409349;
2767;J1912+1105g;45.173;0.444;288.10833333;11.08333333;0.670710;
2768;J1912+1417g;48.022;1.904;288.13333333;14.28333333;0.003170;
2769;B1910+20;54.086;4.989;288.18057958;21.07609056;2.232969;
2770;J1912+2525;57.933;7.042;288.07760833;25.41725556;0.621976;
2771;B1911-04;31.307;-7.124;288.47572292;-4.67991111;0.825936;
2772;J1913+0446;39.736;-2.790;288.46175000;4.76833333;1.616130;
2773;J1913+0523;40.243;-2.395;288.34467083;5.39966667;0.661997;
2774;J1913+0618;41.034;-1.960;288.32449417;6.30229917;0.005027;
2775;J1913+0657;41.644;-1.712;288.38716667;6.95675000;1.257181;
2776;J1913+0832;42.980;-0.862;288.25208333;8.53475000;0.134409;
2777;J1913+0904;43.502;-0.684;288.33775417;9.07927778;0.163251;
2778;B1911+09;44.034;-0.553;288.46958333;9.61161111;1.241965;
2779;J1913+1000;44.285;-0.194;288.26495833;10.00066667;0.837148;
2780;J1913+1011;44.485;-0.167;288.33475417;10.18971389;0.035910;
2781;J1913+1037g;44.925;-0.087;288.47083333;10.61666667;0.434210;
2782;J1913+1050;45.090;0.081;288.39735000;10.84072222;0.190067;
2783;J1913+1054g;45.089;0.211;288.27916667;10.90000000;0.450620;
2784;J1913+1102;45.250;0.194;288.37105917;11.03492806;0.027285;
2785;J1913+11025;45.289;0.151;288.42797917;11.04966667;0.923872;
2786;J1913+1145;45.920;0.476;288.43283333;11.75919444;0.306069;
2787;J1913+1330;47.421;1.381;288.32487500;13.50910556;0.923391;
2788;B1911+13;47.881;1.592;288.35146958;14.01459972;0.521473;
2789;J1913+3732;69.097;12.128;288.36619583;37.53675000;0.851079;
2790;J1914+0219;37.633;-4.037;288.59914167;2.32994444;0.457527;
2791;J1914+0625;41.233;-2.092;288.53482917;6.41693611;0.878889;
2792;J1914+0631;41.352;-2.071;288.57183333;6.53230556;0.693811;
2793;J1914+0659;41.785;-1.846;288.57352917;7.01972222;0.018512;
2794;J1914+0805;42.708;-1.307;288.52295000;8.08686111;0.455499;
2795;J1914+0838;43.243;-1.124;288.61021083;8.64587222;0.440040;
2796;J1914+1029g;44.864;-0.258;288.59583333;10.48333333;2.484990;
2797;J1914+1054g;45.202;-0.007;288.52916667;10.90000000;0.138870;
2798;B1911+11;45.623;0.199;288.54216667;11.36769444;0.600997;
2799;J1914+1228g;46.681;0.548;288.72916667;12.46666667;2.277550;
2800;J1914+1428;48.461;1.487;288.72477500;14.47950000;1.159520;
2801;J1915+0227;37.825;-4.117;288.75884167;2.46326944;0.317306;
2802;J1915+0639;41.655;-2.366;288.97636250;6.66283611;0.644140;
2803;J1915+0738;42.466;-1.803;288.85333333;7.64205556;1.542704;
2804;J1915+0752;42.623;-1.614;288.75808333;7.86922222;2.058314;
2805;J1915+0832g;43.219;-1.321;288.77500000;8.53333333;2.710090;
2806;J1915+0838;43.337;-1.295;288.80779167;8.64991667;0.342777;
2807;B1913+10;44.707;-0.651;288.87496250;10.16204722;0.404552;
2808;J1915+1045g;45.231;-0.384;288.88333333;10.75000000;1.546000;
2809;J1915-11;25.244;-10.394;288.75000000;-11.50000000;2.177000;
2810;J1915+1145;46.129;0.082;288.88801292;11.76138333;0.173647;
2811;J1915+1150;46.170;0.180;288.81920833;11.84316667;0.100041;
2812;J1915+1410;48.275;1.200;288.89756667;14.18097222;0.297494;
2813;B1913+16;49.968;2.122;288.86666425;16.10760744;0.059030;
2814;B1913+167;50.552;2.468;288.82962409;16.78568769;1.616231;
2815;J1916+0741g;42.602;-1.975;289.07083333;7.68333333;0.011220;
2816;J1916+0748;42.772;-2.047;289.21458333;7.80000000;0.541752;
2817;J1916+0748g;42.788;-2.078;289.25000000;7.80000000;0.867910;
2818;J1916+0844;43.538;-1.493;289.07950417;8.73527778;0.439995;
2819;J1916+0852;43.674;-1.448;289.10250000;8.87666667;2.182746;
2820;J1916+0937g;44.284;-1.017;289.00416667;9.61666667;7.368000;
2821;B1914+09;44.556;-1.019;289.13476905;9.85721612;0.270254;
2822;J1916+1023;45.031;-0.790;289.15379167;10.38416667;1.618339;
2823;B1913+105;45.099;-0.638;289.04883333;10.51483333;0.628970;
2824;J1916+1030g;45.151;-0.769;289.19166667;10.50000000;0.349380;
2825;J1916+1142Ag;46.238;-0.256;289.24583333;11.70000000;0.000000;
2826;J1916+1142Bg;46.238;-0.256;289.24583333;11.70000000;1.188000;
2827;J1916+1225;46.811;0.225;289.08352083;12.43165000;0.227387;
2828;B1914+13;47.576;0.451;289.24445833;13.21388889;0.281845;
2829;J1916-2939;8.245;-18.070;289.13625417;-29.65772222;1.248617;
2830;J1916+3224;64.627;9.430;289.01445000;32.41102778;1.137450;
2831;J1917+0743g;42.765;-2.212;289.35833333;7.71666667;0.813470;
2832;J1917+0834;43.575;-1.892;289.45355417;8.58184167;2.129665;
2833;J1917+0834g;43.475;-1.735;289.26666667;8.56666667;2.933000;
2834;J1917+1046g;45.519;-0.894;289.47916667;10.76666667;0.087730;
2835;J1917+1121g;45.981;-0.521;289.36250000;11.35000000;0.510310;
2836;J1917+1259g;47.430;0.235;289.37083333;12.98333333;0.005630;
2837;B1915+13;48.260;0.624;289.41577667;13.89918806;0.194631;
2838;J1917+1411g;48.485;0.806;289.35833333;14.18333333;0.446460;
2839;J1917+17;51.284;2.397;289.25000000;17.40000000;0.419600;
2840;J1917+1737;51.528;2.418;289.34990000;17.62544444;0.334725;
2841;B1915+22;55.785;4.553;289.43428307;22.38021094;0.425897;
2842;J1918+0342g;39.310;-4.283;289.59166667;3.70000000;0.000000;
2843;J1918-0642;30.027;-9.123;289.70013634;-6.70969457;0.007646;
2844;J1918-1052;26.226;-10.963;289.70102917;-10.87955000;0.798693;
2845;J1918+1311;47.759;0.055;289.69258333;13.19014167;0.856749;
2846;J1918+1340g;48.195;0.250;289.72500000;13.66666667;0.232990;
2847;B1916+14;49.096;0.866;289.59849272;14.75166717;1.181023;
2848;J1918+1514g;49.585;0.973;289.73750000;15.23333333;0.000000;
2849;J1918+1536g;49.845;1.265;289.59583333;15.60000000;0.109950;
2850;J1918+1540g;49.897;1.310;289.57916667;15.66666667;0.004280;
2851;J1918+1541;49.894;1.360;289.53208333;15.68755556;0.370883;
2852;J1918+1547g;50.028;1.311;289.64166667;15.78333333;0.003760;
2853;B1917+00;36.506;-6.151;289.96113125;0.36103389;1.272260;
2854;J1919+0134;37.582;-5.563;289.93175000;1.58236111;1.603984;
2855;J1919+1113g;46.093;-1.016;289.86250000;11.21666667;0.766000;
2856;J1919+1314;47.895;-0.088;289.88744167;13.24369444;0.571400;
2857;J1919+1527g;49.876;0.886;289.95833333;15.45000000;1.371460;
2858;J1919+1645;50.954;1.642;289.78851250;16.75631111;0.562790;
2859;J1919+1745;51.897;1.987;289.93059167;17.75105278;2.081343;
2860;J1919+23;57.300;4.901;289.85833333;23.87944444;0.004630;
2861;J1919+2621;59.535;5.993;289.92088750;26.35818333;0.651512;
2862;J1920-0950;27.417;-10.977;290.23304167;-9.83361111;1.037824;
2863;J1920+1040;45.784;-1.590;290.23075000;10.67527778;2.215802;
2864;J1920+1110;46.152;-1.199;290.05545833;11.18305556;0.509886;
2865;J1920+1515g;49.760;0.679;290.09166667;15.25000000;1.602760;
2866;B1918+26;60.068;6.027;290.15989412;26.84400048;0.785522;
2867;J1921+0137;37.825;-5.938;290.37628187;1.62376083;0.002496;
2868;J1921-05;31.483;-9.033;290.26666667;-5.38333333;2.227590;
2869;J1921-0510;31.724;-9.032;290.37270833;-5.16966667;0.794254;
2870;J1921+0812;43.710;-2.934;290.44876667;8.21440556;0.210648;
2871;J1921+0851g;44.201;-2.502;290.29583333;8.85000000;0.957000;
2872;J1921+0921;44.733;-2.418;290.47286250;9.35838889;0.562302;
2873;J1921+1006g;45.370;-2.036;290.43333333;10.10000000;3.345000;
2874;J1921+1227g;47.402;-0.852;290.34166667;12.45000000;1.598000;
2875;J1921+1259g;47.865;-0.586;290.32500000;12.98333333;0.573160;
2876;J1921+1340g;48.491;-0.308;290.37500000;13.66666667;4.602940;
2877;B1919+14;49.058;0.021;290.35066643;14.32140937;0.618183;
2878;J1921+1505g;49.732;0.377;290.35416667;15.08333333;0.611900;
2879;J1921+1544;50.350;0.609;290.44363458;15.73818333;0.143576;
2880;J1921+1629g;51.009;0.958;290.44583333;16.48333333;0.000000;
2881;J1921+1630;50.949;1.138;290.25059167;16.51550000;0.936448;
2882;J1921+1632g;51.034;1.016;290.40416667;16.53333333;0.493000;
2883;J1921+1929;53.619;2.453;290.34729458;19.48952750;0.002646;
2884;B1918+19;53.869;2.672;290.26583304;19.81240720;0.821035;
2885;B1919+20;54.172;2.621;290.46498750;20.05577778;0.760681;
2886;B1919+21;55.777;3.501;290.43672917;21.88395833;1.337302;
2887;J1921+34;66.641;9.263;290.25000000;34.11666667;1.444000;
2888;J1922+1131;46.762;-1.601;290.70945833;11.53291667;0.562074;
2889;J1922+1733;52.080;1.230;290.72174167;17.55651944;0.236171;
2890;B1920+20;54.417;2.678;290.53336196;20.29925534;1.172763;
2891;B1920+21;55.278;2.935;290.72304864;21.17832376;1.077924;
2892;J1922+58;89.671;19.073;290.50000000;58.46666667;0.529623;
2893;J1923-0408;32.848;-8.944;290.79566667;-4.13872222;1.149269;
2894;J1923+1143g;47.016;-1.686;290.90833333;11.71666667;0.371210;
2895;J1923+1521g;50.170;0.123;290.80000000;15.35000000;1.048760;
2896;B1921+17;51.707;0.965;290.78270833;17.10261111;0.547209;
2897;J1923+2022g;54.676;2.338;290.98333333;20.36666667;0.037990;
2898;J1923+2515;58.946;4.749;290.84371759;25.26127254;0.003788;
2899;J1923+4243;74.715;12.643;290.81350349;42.72184543;0.595193;
2900;J1924+1343g;48.860;-0.891;291.08333333;13.71666667;0.005720;
2901;J1924+1446g;49.850;-0.515;291.22500000;14.76666667;1.090000;
2902;J1924+1509g;50.149;-0.262;291.14166667;15.15000000;0.239950;
2903;J1924+1510g;50.103;-0.141;291.00833333;15.16666667;0.498630;
2904;J1924+1628;51.337;0.331;291.18370833;16.47713611;0.375082;
2905;J1924+1631;51.405;0.318;291.22866667;16.53022222;2.935186;
2906;J1924+1639;51.422;0.562;291.01296458;16.66132111;0.158043;
2907;J1924+1713;51.975;0.726;291.13548750;17.22583333;0.758433;
2908;J1924+1734g;52.321;0.802;291.23750000;17.56666667;0.000000;
2909;J1924+1917;53.782;1.725;291.10920833;19.29011111;1.277942;
2910;J1924+1923g;53.853;1.791;291.08333333;19.38333333;0.689240;
2911;J1924+1932g;54.039;1.761;291.20416667;19.53333333;0.388860;
2912;J1924+2027g;54.819;2.246;291.14166667;20.45000000;0.001950;
2913;J1924+2037g;54.966;2.325;291.14166667;20.61666667;0.684800;
2914;B1922+20;55.022;2.328;291.16666667;20.66750000;0.237790;
2915;J1925+1532g;50.536;-0.173;291.25000000;15.53333333;1.655100;
2916;J1925-16;22.130;-14.537;291.27500000;-16.01666667;3.885800;
2917;J1925+1629g;51.392;0.243;291.29166667;16.48333333;0.004110;
2918;J1925+1636g;51.567;0.164;291.45000000;16.60000000;0.049710;
2919;J1925+1720;52.179;0.590;291.36262917;17.34091944;0.075659;
2920;J1925+19;53.697;1.412;291.35833333;19.06666667;1.916353;
2921;B1923+04;40.980;-5.674;291.60196667;4.52542778;1.074080;
2922;J1926-0652;30.751;-10.936;291.65433750;-6.87852778;1.608816;
2923;J1926+0737;43.739;-4.256;291.64058333;7.61866667;0.318062;
2924;J1926-1314;24.922;-13.763;291.72431250;-13.23438889;4.864284;
2925;B1924+14;49.923;-1.039;291.73844133;14.58203825;1.324922;
2926;J1926+1452g;50.169;-0.896;291.72916667;14.86666667;0.304510;
2927;J1926+1614;51.367;-0.226;291.70917500;16.23854722;0.308306;
2928;J1926+1631g;51.562;-0.002;291.60000000;16.51666667;0.678390;
2929;B1924+16;51.859;0.063;291.68884545;16.80910566;0.579823;
2930;J1926+1857g;53.768;1.034;291.74583333;18.95000000;0.278730;
2931;B1924+19;54.158;1.407;291.59508333;19.46991667;1.346012;
2932;J1926+2016;54.851;1.802;291.57526667;20.26698056;0.299072;
2933;J1927+0911;45.224;-3.705;291.85678333;9.18491667;0.290305;
2934;J1927+1430g;49.933;-1.230;291.91666667;14.50000000;0.202880;
2935;J1927+1849g;53.739;0.808;291.94166667;18.81666667;0.312000;
2936;B1925+18;53.718;0.956;291.79342500;18.86902778;0.482766;
2937;B1925+188;53.811;0.941;291.85404167;18.94355556;0.298313;
2938;J1927+1940g;54.432;1.313;291.82083333;19.66666667;0.000000;
2939;B1925+22;56.983;2.730;291.78366667;22.58258333;1.431066;
2940;J1928-0108;36.133;-8.726;292.07887500;-1.14880556;2.365714;
2941;J1928+1245;48.534;-2.290;292.18914000;12.76482611;0.003022;
2942;J1928+1443;50.178;-1.220;292.02829167;14.71980556;1.010739;
2943;J1928+15;50.640;-1.030;292.08333333;15.21666667;0.403000;
2944;J1928+1725;52.641;-0.087;292.21666667;17.42472222;0.289838;
2945;J1928+1746;52.931;0.114;292.17730417;17.77489444;0.068730;
2946;J1928+1809g;53.191;0.420;292.02500000;18.15000000;0.294460;
2947;J1928+1816g;53.301;0.462;292.04166667;18.26666667;0.010540;
2948;J1928+1839g;53.691;0.548;292.15833333;18.65000000;2.260910;
2949;J1928+1852g;53.819;0.766;292.02083333;18.86666667;0.792810;
2950;J1928+1902g;53.965;0.845;292.02083333;19.03333333;0.005800;
2951;J1928+1915g;54.259;0.759;292.25000000;19.25000000;0.974350;
2952;J1928+1923;54.281;1.016;292.02151250;19.39203333;0.817330;
2953;J1928+28;61.860;5.120;292.00000000;28.00000000;1.063000;
2954;J1929+00;37.687;-8.253;292.36666667;0.43333333;1.166900;
2955;J1929+0132;38.712;-7.792;292.42720137;1.54626750;0.006418;
2956;J1929+1357;49.633;-1.810;292.29425000;13.95997222;0.866927;
2957;J1929+16;51.747;-0.692;292.32500000;16.35000000;0.529681;
2958;J1929+1615g;51.694;-0.803;292.40000000;16.25000000;0.044600;
2959;J1929+1731g;52.745;-0.085;292.26666667;17.51666667;3.995400;
2960;B1926+18;53.852;0.461;292.31991667;18.74986111;1.220470;
2961;J1929+19;54.173;0.568;292.38333333;19.08333333;0.339216;
