#;NAME;Gl;Gb;RAJD;DECJD;P0;
876;J1403-0314;335.565;54.970;210.92083333;-3.25777778;0.362634;
877;J1403-6310;310.928;-1.423;210.80833333;-63.17416667;0.399170;
878;J1403-7646;307.096;-14.494;210.76708333;-76.78263889;1.306198;
879;J1404+1159;355.078;67.115;211.15411250;11.98777778;2.650439;
880;J1405-4656;315.826;14.079;211.33927292;-46.93397500;0.007602;
881;J1405-5641;312.971;4.737;211.30170833;-56.69005556;0.617575;
882;J1406-4233;317.299;18.224;211.51995833;-42.55572222;2.436795;
883;J1406-5806;312.673;3.345;211.50500000;-58.10888889;0.288349;
884;J1406-6121;311.841;0.203;211.70850000;-61.35775000;0.213075;
885;J1407-6048;312.130;0.681;211.99433333;-60.81633333;0.492344;
886;J1407-6153;311.810;-0.354;211.98541667;-61.89972222;0.701615;
887;J1409-6953;309.574;-8.031;212.32041667;-69.89288889;0.528591;
888;J1410-6132;312.195;-0.092;212.59829583;-61.53559722;0.050052;
889;J1410-7404;308.349;-12.043;212.53070833;-74.08147778;0.278729;
890;J1411+2551;33.380;72.101;212.82860833;25.85233056;0.062453;
891;J1412-6111;312.597;0.140;213.24841667;-61.19180556;0.529156;
892;J1412-6145;312.324;-0.366;213.03179167;-61.75791111;0.315258;
893;J1412+7922;118.318;37.020;213.23277917;79.36774861;0.058199;
894;J1413-6141;312.462;-0.337;213.29112500;-61.68694444;0.285625;
895;J1413-6205;312.373;-0.736;213.37458333;-62.09388889;0.109741;
896;J1413-6222;312.241;-0.988;213.27279167;-62.37438889;0.292408;
897;B1409-62;312.053;-1.718;213.38048333;-63.12651389;0.394946;
898;J1414-6802;310.590;-6.420;213.60708333;-68.04944444;4.630188;
899;J1415-6621;311.234;-4.846;213.88029167;-66.35338889;0.392479;
900;J1416-5033;316.504;10.055;214.18583333;-50.55472222;0.794883;
901;J1416-6037;313.179;0.535;214.12745833;-60.63319444;0.295580;
902;J1417-4402;318.861;16.144;214.37750000;-44.04927778;0.002664;
903;J1418-3921;320.820;20.461;214.70951250;-39.35514167;1.096806;
904;J1418-5945;313.706;1.287;214.63458333;-59.75000000;1.672596;
905;J1418-6058;313.325;0.135;214.67791667;-60.96361111;0.110573;
906;B1417-54;315.793;6.360;215.12129167;-54.27297222;0.935772;
907;J1420-5625;315.002;4.349;215.01275833;-56.43194444;0.034117;
908;J1420-6048;313.541;0.227;215.03432083;-60.80456389;0.068180;
909;J1421-4409;319.497;15.809;215.33734946;-44.15126472;0.006386;
910;J1422-6138;313.521;-0.655;215.61790417;-61.64120000;0.340968;
911;J1423-6953;310.736;-8.430;215.86162500;-69.89522778;0.333411;
912;J1424-5556;315.718;4.614;216.05316667;-55.93719444;0.770375;
913;J1424-56;315.478;3.911;216.09583333;-56.67972222;1.427000;
914;J1424-5822;314.897;2.310;216.13387500;-58.38213889;0.366736;
915;J1424-6438;312.741;-3.561;216.24666667;-64.63611111;1.023504;
916;J1425-5723;315.382;3.186;216.40233333;-57.39188889;0.353263;
917;J1425-5759;315.217;2.613;216.49629167;-57.98616667;0.707868;
918;J1425-6210;313.630;-1.258;216.28208333;-62.16802778;0.501730;
919;J1426+52;93.880;59.233;216.75000000;52.16666667;0.995800;
920;J1427-4158;321.480;17.391;216.96154167;-41.98230556;0.586486;
921;B1424-55;316.427;4.796;217.10933333;-55.51390556;0.570292;
922;J1429-5911;315.261;1.299;217.49416667;-59.19350000;0.115843;
923;J1429-5935;315.046;0.947;217.35791667;-59.59969444;0.763915;
924;J1430-5712;316.036;3.127;217.56737500;-57.20872222;0.491519;
925;B1426-66;312.653;-5.404;217.66972917;-66.38487500;0.785443;
926;J1431-4715;320.051;12.253;217.93590708;-47.25765944;0.002012;
927;J1431-5740;315.962;2.660;217.76456375;-57.66990833;0.004111;
928;J1431-6328;311.929;-2.037;213.33845833;-63.46905556;0.002772;
929;J1432-5032;318.936;9.155;218.21779167;-50.53813889;2.034989;
930;J1433+00;349.749;53.792;218.37500000;0.46666667;*;
931;J1433-6038;315.092;-0.197;218.30491667;-60.64297222;1.954430;
932;J1434-5943;315.645;0.563;218.74295833;-59.72822222;1.072121;
933;J1434-6006;315.396;0.256;218.52208333;-60.10805556;0.306368;
934;J1434-6029;315.310;-0.130;218.66291667;-60.49694444;0.963348;
935;J1434+7257;113.082;42.153;218.49890417;72.95736444;0.041741;
936;J1435-5954;315.577;0.391;218.75086667;-59.91375000;0.472996;
937;J1435-6100;315.186;-0.641;218.83448542;-61.01609889;0.009348;
938;J1437-5959;315.783;0.227;219.25795833;-59.98372222;0.061696;
939;J1437-6146;315.101;-1.422;219.31379167;-61.76722222;0.467616;
940;J1439-5501;318.097;4.630;219.91559167;-55.02322806;0.028635;
941;J1439+7655;115.390;38.575;219.84166667;76.92944444;0.947903;
942;B1436-63;314.646;-3.384;220.13025000;-63.74677778;0.459607;
943;J1441-6137;315.646;-1.505;220.43458333;-61.62333333;1.175840;
944;J1443-5122;320.135;7.717;220.86237500;-51.37388889;0.732061;
945;J1444-5941;316.791;0.098;221.19375000;-59.68861111;2.760228;
946;J1444-6026;316.400;-0.544;221.02508333;-60.43594444;4.758576;
947;J1446-4701;322.500;11.425;221.64880023;-47.02410614;0.002195;
948;J1447-5757;317.793;1.548;221.75000000;-57.95000000;0.158730;
949;J1449-5846;317.720;0.664;222.35595833;-58.77788889;0.463330;
950;J1452-5851;318.087;0.398;223.21916667;-58.85366667;0.386643;
951;J1452-6036;317.296;-1.169;223.21618750;-60.60873056;0.154992;
952;J1453+1902;23.395;60.812;223.44049735;19.03669839;0.005792;
953;B1449-64;315.733;-4.427;223.38610417;-64.22111111;0.179487;
954;J1454-5846;318.272;0.391;223.54545000;-58.77631667;0.045249;
955;J1455-3330;330.722;22.562;223.94987774;-33.51288526;0.007987;
956;J1455-59;318.101;-0.203;223.77500000;-59.38333333;0.176191;
957;J1456-48;323.492;9.837;224.00000000;-48.00000000;0.536810;
958;B1451-68;313.868;-8.543;223.99967917;-68.72763889;0.263377;
959;B1454-51;322.134;6.722;224.41705417;-51.38191667;1.748308;
960;J1457-5900;318.561;-0.027;224.41250000;-59.01416667;1.498637;
961;J1457-5902;318.538;-0.037;224.38291667;-59.03444444;0.390739;
962;J1459-6053;317.886;-1.791;224.87495833;-60.88908333;0.103151;
963;J1501-0046;356.582;48.051;225.43731583;-0.77320000;0.464037;
964;J1501-5637;320.181;1.810;225.46250000;-56.63000000;0.782949;
965;J1502+28;42.780;61.127;225.53750000;28.21666667;3.784000;
966;J1502+4653;79.306;57.626;225.58262500;46.89094444;1.752508;
967;J1502-5653;320.186;1.505;225.73912083;-56.89422500;0.535504;
968;J1502-5828;319.395;0.133;225.68250000;-58.47833333;0.668105;
969;J1502-6128;317.921;-2.483;225.62433333;-61.48063889;0.842104;
970;J1502-6752;314.799;-8.067;225.57756250;-67.87132194;0.026744;
971;J1503+2111;29.062;59.296;225.97750000;21.18591667;3.314002;
972;J1504-5621;320.671;1.849;226.20475000;-56.35888889;0.412985;
973;J1504-5659;320.328;1.318;226.13327917;-56.98872222;1.672372;
974;J1505-25;337.601;28.735;226.25000000;-25.00000000;0.999000;
975;B1503-51;323.076;5.534;226.66458333;-51.96944444;0.840739;
976;B1504-43;327.339;12.459;226.89239583;-43.86779167;0.286758;
977;J1507-5800;320.118;0.258;226.76460000;-58.01561111;0.897254;
978;B1503-66;315.858;-7.297;226.95264167;-66.68273889;0.355656;
979;B1508+55;91.325;52.287;227.35679083;55.52566500;0.739682;
980;J1509-5850;319.972;-0.621;227.36315000;-58.84889167;0.088925;
981;J1509-6015;319.228;-1.815;227.28125000;-60.25516667;0.339038;
982;B1507-44;327.586;11.729;227.70375000;-44.36861111;0.943871;
983;J1511-5414;322.598;3.177;227.96368750;-54.24453333;0.200384;
984;J1511-5835;320.289;-0.508;227.77916667;-58.59111111;0.301511;
985;J1512-5431;322.486;2.920;228.02375000;-54.52194444;2.040532;
986;B1508-57;320.772;-0.108;228.17933333;-57.99994444;0.128699;
987;J1513-2550;338.820;26.964;228.34716912;-25.84202361;0.002119;
988;J1513-5739;321.097;0.104;228.49579167;-57.65038889;0.973458;
989;B1509-58;320.321;-1.162;228.48254583;-59.13600000;0.151582;
990;J1513-5946;319.970;-1.697;228.43658333;-59.77552778;1.046117;
991;J1513-6013;319.753;-2.091;228.47508333;-60.22402778;1.958737;
992;B1510-48;325.872;7.835;228.56067917;-48.57221389;0.454840;
993;J1514-4946;325.249;6.807;228.57964208;-49.77097667;0.003589;
994;J1514-5316;323.461;3.798;228.66733333;-53.26730556;0.296279;
995;J1514-5925;320.284;-1.482;228.74625000;-59.42875000;0.148797;
996;J1515-5720;321.389;0.281;228.78845833;-57.34726389;0.286648;
997;J1516-43;329.041;12.062;229.13458333;-43.33333333;0.036022;
998;J1517-313;336.227;21.910;229.46250000;-31.33333333;0.140668;
999;J1517-314;336.227;21.910;229.46250000;-31.33333333;1.103726;
1000;J1517-32;335.397;21.105;229.25416667;-32.43472222;0.064402;
1001;J1517-4356;328.850;11.463;229.36391667;-43.93830556;0.650837;
1002;J1517-4636;327.399;9.217;229.37240000;-46.60016667;0.886612;
1003;B1516+02A;3.870;46.802;229.63882333;2.09098611;0.005554;
1004;B1516+02B;3.859;46.806;229.63107500;2.08763056;0.007947;
1005;J1518+0204C;3.856;46.797;229.63662039;2.07994869;0.002484;
1006;J1518+0204D;3.859;46.796;229.63833333;2.08111111;0.002988;
1007;J1518+0204E;3.864;46.795;229.64166667;2.08277778;0.003182;
1008;J1518+0204F;3.859;46.796;229.63833333;2.08111111;0.002650;
1009;J1518-0627;355.146;41.002;229.74629333;-6.45213889;0.794997;
1010;J1518-3952;331.368;14.715;229.73736667;-39.87508333;0.499196;
1011;J1518+4904;80.808;54.282;229.56999618;49.07618089;0.040935;
1012;J1518-5415;323.383;2.675;229.55625000;-54.26250000;0.214925;
1013;J1519-5734;321.800;-0.238;229.94829167;-57.57044444;0.518758;
1014;J1519-6106;319.876;-3.216;229.89920833;-61.11516667;2.154307;
1015;J1519-6308;318.743;-4.896;229.78983333;-63.13875000;1.254052;
1016;J1522-5525;323.231;1.397;230.52791667;-55.42152778;1.389605;
1017;J1522-5735;322.052;-0.415;230.52208333;-57.58333333;0.102136;
1018;B1518-58;321.630;-1.215;230.67601667;-58.48411528;0.395354;
1019;J1523-3235;336.517;20.172;230.90708333;-32.59502778;1.504835;
1020;J1524-5625;323.000;0.351;231.20775000;-56.42316667;0.078219;
1021;J1524-5706;322.568;-0.186;231.08925000;-57.10962222;1.116174;
1022;J1524-5819;321.907;-1.201;231.10270833;-58.32058333;0.961043;
1023;J1525-5417;324.258;2.078;231.36812500;-54.28888889;1.011694;
1024;J1525-5523;323.662;1.151;231.40026667;-55.39088889;0.355156;
1025;J1525-5545;323.439;0.851;231.36722500;-55.76384500;0.011360;
1026;J1525-5605;323.286;0.565;231.42270833;-56.08694444;0.280349;
1027;J1526-2744;340.228;23.670;231.68792917;-27.73497500;0.002489;
1028;J1526-5633;323.136;0.093;231.67166667;-56.56194444;0.301888;
1029;B1524-39;333.050;14.020;231.99511667;-39.52616667;2.417605;
1030;B1523-55;323.638;0.590;231.91972500;-55.86898667;1.048719;
1031;J1528-3146;337.939;20.217;232.14564250;-31.76856556;0.060822;
1032;J1528-4109;332.106;12.671;232.03347083;-41.15800000;0.526556;
1033;J1528-5547;323.796;0.579;232.16325000;-55.78972222;3.467302;
1034;J1528-5838;322.166;-1.752;232.10125000;-58.63361111;0.355687;
1035;J1529-26;341.832;24.728;232.25000000;-26.00000000;0.799000;
1036;J1529-3828;333.886;14.728;232.31294417;-38.47940278;0.008486;
1037;J1529+40;66.183;54.907;232.30000000;40.81666667;0.476400;
1038;J1529-5355;325.006;2.009;232.49000000;-53.92666667;0.891265;
1039;J1529-5611;323.678;0.173;232.39916667;-56.19138889;0.822249;
1040;J1530-21;345.574;28.452;232.50000000;-21.00000000;0.505000;
1041;J1530-5327;325.328;2.347;232.61205000;-53.46556111;0.278958;
1042;J1530-6343;319.506;-6.101;232.69836667;-63.72044444;0.910320;
1043;J1531-4012;333.147;13.113;232.78354167;-40.20858333;0.356849;
1044;J1531-5610;323.897;0.033;232.86625417;-56.18203611;0.084206;
1045;B1530+27;43.481;54.495;233.04318583;27.76378417;1.124836;
1046;J1532-5308;325.780;2.434;233.14791667;-53.13500000;0.443825;
1047;J1532-56;323.790;-0.321;233.07500000;-56.53333333;0.522977;
1048;J1534-4428;331.161;9.261;233.71666667;-44.46927778;1.221426;
1049;J1534-46;330.007;7.910;233.53333333;-46.23333333;0.364835;
1050;B1530-53;325.715;1.944;233.53449167;-53.57212778;1.368882;
1051;B1530-539;325.463;1.483;233.63995833;-54.09436111;0.289689;
1052;J1535-4114;333.175;11.821;233.82112500;-41.23419444;0.432866;
1053;J1535-4415;331.447;9.324;233.98300000;-44.25233333;0.468402;
1054;J1535-5450;325.194;0.757;233.99275000;-54.84055556;0.566734;
1055;J1535-5848;322.797;-2.406;233.81983333;-58.80769444;0.307178;
1056;J1536+17;27.983;50.988;234.06250000;17.81666667;0.933300;
1057;J1536-30;340.437;20.638;234.00000000;-30.00000000;1.901000;
1058;J1536-3602;336.555;15.841;234.07242500;-36.04966667;1.319759;
1059;J1536-4948;328.198;4.789;234.09675379;-49.81519111;0.003080;
1060;J1536-5433;325.374;0.980;234.02008333;-54.55416667;0.881438;
1061;J1536-5907;322.722;-2.734;234.07383333;-59.11766667;0.557841;
1062;B1534+12;19.848;48.341;234.29150721;11.93206496;0.037904;
1063;J1537-4912;328.705;5.181;234.36750000;-49.20083333;0.301311;
1064;J1537-5153;327.088;3.035;234.31554167;-51.88500000;1.528124;
1065;J1537-5312;326.351;1.935;234.40706108;-53.20696028;0.006927;
1066;J1537-5645;324.283;-0.943;234.46250000;-56.75111111;0.430464;
1067;J1538+2345;37.318;52.391;234.52529167;23.75111111;3.449385;
1068;J1538-5438;325.645;0.679;234.70395833;-54.63805556;0.276726;
1069;J1538-5519;325.219;0.134;234.67012500;-55.32944444;0.395731;
1070;J1538-5551;324.912;-0.299;234.68756667;-55.86026389;0.104676;
1071;J1538-5621;324.608;-0.703;234.68037500;-56.36541667;1.908494;
1072;J1538-5638;324.378;-0.871;234.52375000;-56.63666667;0.843980;
1073;J1538-5732;323.865;-1.617;234.57575000;-57.54147222;0.341213;
1074;J1538-5750;323.672;-1.843;234.53504167;-57.83808333;0.506568;
1075;J1539-4828;329.428;5.541;234.92016667;-48.48250000;1.272842;
1076;J1539-5521;325.256;0.077;234.78320833;-55.35311111;1.004958;
1077;B1535-56;324.621;-0.806;234.80858333;-56.44063889;0.243395;
1078;J1539-6322;320.488;-6.390;234.85291667;-63.38144444;1.630846;
1079;J1540-5736;324.109;-1.891;235.24591667;-57.61583333;0.612916;
1080;J1541-42;333.514;10.214;235.47916667;-42.31388889;*;
1081;J1541+47;75.497;51.394;235.27308333;47.05095833;0.277701;
1082;J1541-5535;325.424;-0.337;235.45666667;-55.58361111;0.295838;
1083;J1542-5034;328.567;3.577;235.68883333;-50.56768333;0.599248;
1084;J1542-5133;327.913;2.827;235.58304167;-51.55972222;1.783865;
1085;J1542-5303;327.073;1.578;235.72712500;-53.06138889;1.207568;
1086;B1540-06;0.566;36.608;235.87557208;-6.34592556;0.709064;
1087;B1541+09;17.811;45.775;235.91177083;9.48787194;0.748448;
1088;J1543-5013;328.925;3.725;235.99270833;-50.23277778;0.644255;
1089;J1543-5149;327.921;2.479;235.93395750;-51.83185694;0.002057;
1090;J1543-5459;326.025;-0.044;235.98512500;-54.98750000;0.377138;
1091;J1544-0713;359.916;35.859;236.09802917;-7.23306111;0.484130;
1092;J1544+4937;79.172;50.166;236.01869675;49.63201514;0.002159;
1093;B1541-52;327.271;1.320;236.24928917;-53.14637583;0.178554;
1094;J1545-4550;331.892;6.988;236.48310608;-45.84375766;0.003575;
1095;J1546-3747A;337.023;13.268;236.51433333;-37.78613889;0.002606;
1096;J1546-5302;327.470;1.301;236.53083333;-53.03972222;0.580840;
1097;J1546-5925;323.575;-3.767;236.62227333;-59.42913083;0.007797;
1098;J1547-0944;358.314;33.573;236.94190833;-9.73550000;1.576925;
1099;J1547-5709;325.076;-2.052;236.85052000;-57.15488053;0.004291;
1100;J1547-5750;324.663;-2.601;236.87750000;-57.84150000;0.647198;
1101;J1547-5839;324.167;-3.243;236.89579167;-58.65272222;0.242190;
1102;J1548-4821;330.649;4.753;237.09691667;-48.36380556;0.145655;
1103;J1548-4927;329.956;3.900;237.08112500;-49.46122222;0.602738;
1104;J1548-5607;325.858;-1.359;237.18339583;-56.12619444;0.170938;
1105;J1549+2113;34.625;49.129;237.42058750;21.22413889;1.262471;
1106;J1549-4848;330.495;4.305;237.33783333;-48.80986111;0.288355;
1107;J1549-57;325.127;-2.354;237.27083333;-57.36027778;0.737500;
1108;J1549-5722;325.198;-2.420;237.44958333;-57.36722222;0.497772;
1109;J1550-5242;328.144;1.198;237.51229167;-52.70194444;0.749659;
1110;J1550-5317;327.780;0.737;237.52000000;-53.28916667;1.421124;
1111;J1550-5418;327.237;-0.132;237.72551608;-54.30669836;2.069833;
1112;J1551-0658;1.494;34.765;237.78006250;-6.96847222;0.007090;
1113;J1551-4424;333.610;7.454;237.95008333;-44.41166667;0.674060;
1114;J1551-5310;328.033;0.669;237.92083333;-53.18347222;0.453448;
1115;J1551-6214;322.300;-6.350;237.90328333;-62.23982500;0.198839;
1116;J1552-4937;330.342;3.372;238.05529542;-49.63048444;0.006284;
1117;J1552+5437;85.594;47.210;238.22221321;54.61827406;0.002428;
1118;B1550-54;327.186;-0.901;238.49837500;-54.93506944;1.081347;
1119;J1554+18;30.685;47.073;238.57083333;18.06666667;*;
1120;J1554-5209;329.006;1.194;238.61312500;-52.16063889;0.125230;
1121;J1554-5512;327.087;-1.175;238.66875000;-55.20916667;3.418039;
1122;J1555+01;10.448;38.730;238.99166667;1.13333333;*;
1123;J1555-0515;3.973;34.969;238.91707083;-5.26594444;0.975410;
1124;B1552-23;348.441;22.500;238.88826808;-23.68607516;0.532578;
1125;J1555-2908;344.477;18.503;238.91941062;-29.14122867;0.001788;
1126;B1552-31;342.699;16.757;238.82480000;-31.57225000;0.518110;
1127;J1556-5358;328.117;-0.436;239.21458333;-53.98194444;0.994681;
1128;J1557-4258;335.273;7.952;239.25107500;-42.97018333;0.329187;
1129;J1557-5151;329.563;1.131;239.37208333;-51.85233333;0.408155;
1130;J1558-5419;328.100;-0.870;239.67270833;-54.32388889;0.594575;
1131;J1558-5756;325.731;-3.604;239.62720833;-57.94058333;1.122342;
1132;J1558-67;319.345;-10.900;239.58750000;-67.59972222;0.267268;
1133;J1559-44;334.872;6.936;239.75000000;-44.00000000;1.169890;
1134;B1556-44;334.540;6.367;239.92302552;-44.64608383;0.257056;
1135;B1555-55;327.236;-2.025;239.83625000;-55.76305556;0.957267;
1136;J1600-3053;344.090;16.451;240.21626293;-30.89705350;0.003598;
1137;B1557-50;330.690;1.631;240.22089583;-50.73925000;0.192605;
1138;B1556-57;325.971;-3.697;240.08291667;-57.85425000;0.194456;
1139;J1600-5916;325.057;-4.798;240.14583333;-59.28305556;1.247666;
1140;J1601-50;330.985;1.846;240.35000000;-50.38333333;0.860777;
1141;J1601-5244;329.448;0.065;240.36375000;-52.73583333;2.559357;
1142;J1601-5335;328.935;-0.628;240.47837500;-53.59558333;0.288479;
1143;J1602+3901;62.184;48.788;240.57850000;39.01716667;0.003708;
1144;J1602-4957;331.374;2.070;240.57583333;-49.95888889;0.819990;
1145;B1558-50;330.688;1.285;240.57804167;-51.00169444;0.864286;
1146;J1603-1655;355.105;25.962;240.78750000;-16.92444444;0.714700;
1147;J1603+18;32.849;45.280;240.89166667;18.85000000;0.503000;
1148;J1603-2531;348.375;19.985;240.77010542;-25.52997222;0.283071;
1149;B1600-27;347.126;18.767;240.78359696;-27.22433718;0.778313;
1150;J1603-3539;341.218;12.526;240.97373750;-35.66586111;0.141909;
1151;J1603-5312;329.402;-0.533;240.96200000;-53.21611111;0.839221;
1152;J1603-5657;326.884;-3.309;240.88108333;-56.96227500;0.496077;
1153;J1603-7202;316.630;-14.496;240.89864683;-72.04243281;0.014842;
1154;J1604-3142;344.122;15.317;241.15227500;-31.70177778;0.883890;
1155;J1604-44;335.142;5.744;241.13333333;-44.71666667;1.389200;
1156;J1604-4718;333.399;3.814;241.12254167;-47.31330556;0.527466;
1157;B1600-49;332.152;2.442;241.09573333;-49.16610556;0.327419;
1158;J1604-7203;316.670;-14.554;241.12157083;-72.05846111;0.341403;
1159;J1605+3249;52.880;47.992;241.32716667;32.82166667;6.880000;
1160;J1605-5215;330.201;0.031;241.32916667;-52.26333333;1.013609;
1161;B1601-52;329.732;-0.484;241.31777083;-52.95966667;0.658013;
1162;B1604-00;10.715;35.466;241.80024917;-0.54486861;0.421816;
1163;J1607-5140;330.884;0.213;241.95541667;-51.67111111;0.342723;
1164;J1607-6449;321.953;-9.486;241.95296250;-64.82863333;0.298116;
1165;J1609-1930;354.073;23.178;242.27229167;-19.50222222;1.557917;
1166;J1609-4616;334.760;3.986;242.42137500;-46.27291667;0.249609;
1167;J1609-5158;330.867;-0.179;242.36125000;-51.97166667;1.279402;
1168;B1607-13;359.427;26.949;242.67822850;-13.37286409;1.018393;
1169;J1610-17;355.611;24.110;242.54583333;-17.83333333;*;
1170;J1610-5006;332.278;1.050;242.68458333;-50.11172222;0.481119;
1171;J1610-5303;330.212;-1.061;242.55341667;-53.06361111;0.786468;
1172;J1611-01;10.447;34.161;242.75000000;-1.46666667;1.296870;
1173;J1611-29;347.109;16.285;242.75000000;-29.00000000;0.009600;
1174;J1611-4811;333.621;2.421;242.76125000;-48.19416667;1.296850;
1175;J1611-4949;332.590;1.140;242.94429167;-49.83255556;0.666438;
1176;B1607-52;330.923;-0.482;242.76404167;-52.15614722;0.182495;
1177;J1611-5847;326.465;-5.409;242.96380417;-58.79509167;0.354550;
1178;J1612+2008;35.518;43.743;243.09763333;20.13842500;0.426646;
1179;J1612-2408;351.011;19.446;243.10858333;-24.13444444;0.923834;
1180;J1612-49;332.985;1.295;243.22500000;-49.45000000;0.192687;
1181;J1612-5022;332.295;0.663;243.11678333;-50.38258333;1.368283;
1182;J1612-5136;331.400;-0.187;243.00250000;-51.61500000;0.483311;
1183;J1612-55;328.992;-2.776;243.02500000;-55.15000000;0.846907;
1184;J1612-5805;327.008;-4.952;243.11590000;-58.09144444;0.615520;
1185;B1609-47;334.573;2.835;243.37090833;-47.24066944;0.382377;
1186;J1613-5211;331.197;-0.784;243.42691667;-52.18916667;0.457502;
1187;J1613-5234;330.962;-1.088;243.48954167;-52.57138889;0.655221;
1188;B1612+07;20.633;38.163;243.67044377;7.62528291;1.206801;
1189;J1614-2230;352.636;20.192;243.65211475;-22.50869336;0.003151;
1190;J1614-2318;351.919;19.745;243.51019583;-23.30680556;0.033504;
1191;J1614-3846;340.628;8.788;243.67716667;-38.77638889;0.464106;
1192;J1614-3937;340.004;8.206;243.63011250;-39.62466667;0.407292;
1193;B1610-50;332.206;0.172;243.54704167;-50.80097222;0.231694;
1194;J1614-5144;331.619;-0.576;243.69041667;-51.74694444;1.534008;
1195;J1614-5402;330.040;-2.247;243.70991667;-54.04638889;0.572592;
1196;B1612-29;347.387;15.056;243.97014552;-29.67104248;2.477568;
1197;J1615-4958;332.909;0.654;243.82241667;-49.96722222;0.558258;
1198;J1615-5137;331.765;-0.539;243.82000000;-51.62000000;0.179278;
1199;J1615-5444;329.578;-2.768;243.75496250;-54.74233333;0.360958;
1200;B1611-55;329.039;-3.464;243.91845833;-55.61680556;0.791526;
1201;J1616-5017;332.827;0.289;244.12454167;-50.28747222;0.491384;
1202;J1616-5109;332.226;-0.337;244.12875000;-51.15472222;1.219594;
1203;J1616-5208;331.524;-1.038;244.09750000;-52.14666667;1.025831;
1204;J1617-4216;338.524;5.924;244.34741667;-42.28305556;3.428466;
1205;J1617-4608;335.842;3.139;244.39627083;-46.14347222;0.567080;
1206;J1617-5055;332.499;-0.275;244.37208333;-50.92033333;0.069357;
1207;J1618-36;343.113;10.181;244.63375000;-36.06166667;0.005779;
1208;J1618-3921;340.725;7.888;244.57843667;-39.35050417;0.011987;
1209;J1618-4624;335.816;2.792;244.71989912;-46.40970833;0.005931;
1210;J1618-4723;335.037;2.184;244.52833333;-47.38863889;0.203553;
1211;J1619-3345;344.864;11.729;244.75833333;-33.75027778;1.158600;
1212;J1619-42;338.927;5.880;244.77500000;-42.03333333;1.023152;
1213;J1620-4927;333.888;0.408;245.17300000;-49.46030556;0.171935;
1214;J1620-5414;330.467;-2.943;245.06016667;-54.24769444;1.156360;
1215;J1621-5039;333.084;-0.490;245.26962500;-50.66350000;1.084020;
1216;J1621-5243;331.718;-2.045;245.48250000;-52.72888889;0.371924;
1217;J1622-0315;10.708;30.676;245.74845208;-3.26036889;0.003845;
1218;J1622-3751;342.322;8.419;245.51908333;-37.85386111;0.731463;
1219;J1622-4332;338.332;4.339;245.68945000;-43.54116667;0.916938;
1220;J1622-4347;338.122;4.198;245.62525000;-43.78927778;0.457681;
1221;J1622-4802;335.139;1.170;245.69662500;-48.03697222;0.265072;
1222;J1622-4845;334.534;0.732;245.52270833;-48.77472222;0.735092;
1223;J1622-4944;333.911;-0.013;245.65625000;-49.74166667;1.072968;
1224;J1622-4950;333.849;-0.102;245.68666667;-49.84844444;4.327020;
1225;J1622-6617;321.978;-11.560;245.51528375;-66.28804944;0.023623;
1226;J1623-0841;5.774;27.367;245.92784458;-8.69350000;0.503015;
1227;B1620-09;5.297;27.178;245.82358292;-9.14687028;1.276446;
1228;B1620-26;350.976;15.960;245.90925750;-26.53160250;0.011076;
1229;B1620-42;338.890;4.620;245.95121250;-42.94794444;0.364591;
1230;J1623-4949;334.003;-0.214;245.97833333;-49.81777778;0.725732;
1231;J1623-5005;333.716;-0.307;245.76712500;-50.08752778;0.085072;
1232;J1623-6936;319.615;-13.963;245.96420833;-69.61341667;0.002410;
1233;J1624-39;341.199;6.701;246.10416667;-39.85000000;0.002960;
1234;J1624-4041;340.558;6.149;246.04136250;-40.69158333;0.167861;
1235;J1624-4411;338.069;3.677;246.08900417;-44.19272222;0.233164;
1236;J1624-4613;336.616;2.265;246.07791667;-46.21722222;0.871243;
1237;J1624-4721;335.874;1.393;246.22870833;-47.35750000;0.448723;
1238;J1624+5850;89.198;41.791;246.00401667;58.83771389;0.651801;
1239;J1624+8643;119.925;29.057;246.13635035;86.72033519;0.395763;
1240;J1625-0021;13.890;31.827;246.29315792;-0.35804444;0.002834;
1241;J1625-4048;340.609;5.932;246.29304167;-40.80597222;2.355278;
1242;J1625-4904;334.690;0.145;246.32520833;-49.07600000;0.460339;
1243;J1625-4913;334.578;0.041;246.31837500;-49.22905556;0.355856;
1244;J1626-44;338.274;3.216;246.75000000;-44.36666667;0.308354;
1245;J1626-4537;337.346;2.367;246.70408333;-45.62377778;0.370141;
1246;J1626-4807;335.530;0.636;246.67708333;-48.13166667;0.293928;
1247;J1626-6621;322.214;-11.901;246.52854583;-66.35424167;0.450868;
1248;J1627+1419;30.030;38.319;246.82816250;14.32241667;0.490857;
1249;J1627+3219;53.000;43.200;246.98500000;32.32750000;0.002183;
1250;J1627-4706;336.352;1.250;246.86979167;-47.11394444;0.140746;
1251;J1627-4845;335.137;0.150;246.79308333;-48.75222222;0.612331;
1252;J1627-49;334.370;-0.709;246.92500000;-49.90000000;0.623678;
1253;J1627-51;333.459;-1.541;246.87500000;-51.13333333;0.439684;
1254;J1627-5547;330.074;-4.756;246.83783333;-55.79788889;0.352464;
1255;J1627-5936;327.341;-7.438;246.96912500;-59.61536111;0.354234;
1256;J1628-3205;347.428;11.482;247.02916667;-32.09691667;0.003212;
