NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,
J1901+0621,285.27483333,6.35527778,0.832002,0.47,2.942,2.942,
J1901+0659g,285.35416667,6.98333333,0.075730,0.05,3.829,3.829,
J1901+0712g,285.37500000,7.20000000,1.037710,0.04,8.903,8.903,
B1859+07,285.41223609,7.27633469,0.643999,0.90,3.400,7.237,
J1901-0906,285.47086958,-9.10309611,1.781928,3.50,1.923,2.892,
J1901+1306,285.45320833,13.11341667,1.830857,*,2.503,2.503,
J1901-1740,285.32512500,-17.66666667,1.956858,0.30,0.894,0.894,
J1902+0235,285.62942500,2.58743056,0.415394,0.04,6.066,6.066,
J1902+0248,285.70941667,2.81555556,1.223777,0.17,5.990,5.990,
J1902-0340,285.71125000,-3.67166667,1.524672,0.22,4.049,4.049,
B1900+05,285.67758522,5.94053304,0.746577,1.20,3.600,4.198,
B1900+06,285.70948750,6.27594722,0.673505,1.60,7.000,7.174,
J1902+0723,285.55641667,7.39750000,0.487813,0.17,3.328,3.328,
J1902+0809g,285.58333333,8.15000000,0.190230,0.01,13.851,13.851,
J1902-1036,285.67666250,-10.60361111,0.786814,0.13,4.074,4.074,
J1902+1141,285.50917083,11.68486111,0.409140,0.12,13.888,13.888,
J1902-5105,285.51186754,-51.09915819,0.001742,1.01,1.645,1.645,
B1900+01,285.87494167,1.59403611,0.729307,5.50,3.300,6.000,
J1903-0258,285.87642917,-2.97100000,0.301459,0.14,4.069,4.069,
J1903+0327,285.77413839,3.45533586,0.002150,0.60,7.000,6.122,
J1903+0415,285.86800417,4.25211111,1.151399,0.07,7.599,7.599,
J1903+0433g,285.82916667,4.55000000,14.049900,0.01,4.437,4.437,
J1903+0534g,285.87083333,5.56666667,0.357650,0.04,5.883,5.883,
J1903+0601,285.83697500,6.02611111,0.374117,0.26,5.887,5.887,
B1900-06,285.90805833,-6.53931111,0.431889,*,12.449,12.449,
J1903+0654,285.98033333,6.91094444,0.791232,0.11,5.923,5.923,
J1903+0839g,285.96666667,8.65000000,0.004620,0.18,5.312,5.312,
J1903+0845g,285.90000000,8.75000000,0.153140,0.02,4.297,4.297,
J1903-0848,285.79696250,-8.81594444,0.887325,*,2.611,2.611,
J1903+0851g,285.76666667,8.85000000,1.231970,0.01,2.548,2.548,
J1903+0912,285.92542083,9.21158056,0.166314,0.09,11.845,11.845,
J1903+0925,285.97991667,9.43194444,0.357155,0.20,6.256,6.256,
J1903+2225,285.97062500,22.42008333,0.651185,*,5.756,5.756,
J1903-7051,285.91163958,-70.86207250,0.003598,0.96,0.930,0.930,
J1904+0004,286.05299167,0.06813611,0.139525,2.90,6.364,6.364,
J1904+0056,286.02941667,0.94972222,0.438089,0.04,4.242,4.242,
J1904-0150,286.23147917,-1.84236111,0.379387,0.09,5.305,5.305,
J1904+0207g,286.18333333,2.11666667,0.005040,0.02,5.999,5.999,
J1904+0358g,286.09166667,3.96666667,0.751540,0.01,12.102,12.102,
J1904+0412,286.13075833,4.20163889,0.071095,0.23,4.578,4.578,
J1904+0415g,286.02500000,4.25000000,0.231450,0.05,9.609,9.609,
J1904+0451,286.24743667,4.86526472,0.006092,0.09,4.401,4.401,
J1904+0519g,286.03333333,5.31666667,1.680530,0.08,2.500,2.500,
J1904+0535g,286.21666667,5.58333333,0.603760,0.04,2.429,2.429,
J1904+0553g,286.07083333,5.88333333,0.004910,0.83,4.013,4.013,
J1904+0603g,286.21666667,6.05000000,1.974930,0.02,6.075,6.075,
J1904+0738,286.03138750,7.64769167,0.208958,0.23,6.154,6.154,
J1904+0800,286.01458333,8.01461111,0.263345,0.36,10.966,10.966,
J1904+0823g,286.18333333,8.38333333,1.507730,0.02,1.838,1.838,
J1904+0836g,286.14583333,8.60000000,0.004440,0.02,2.926,2.926,
J1904+0852g,286.22916667,8.86666667,0.006190,0.04,5.894,5.894,
B1901+10,286.01037500,10.19294444,1.856570,0.58,5.496,5.496,
J1904-11,286.14166667,-11.50944444,0.002620,*,4.659,4.659,
J1904-1224,286.13867335,-12.40036635,0.750808,0.30,7.274,7.274,
J1904-1629,286.21404167,-16.48861111,1.541412,0.17,25.000,25.000,
J1904+33,286.00000000,33.00000000,0.417000,*,9.134,9.134,
B1902-01,286.36563333,-0.94466667,0.643183,0.70,7.644,7.644,
J1905+0154A,286.31416667,1.90916667,0.003193,0.02,7.590,5.509,
J1905+0400,286.36780598,4.00302306,0.003784,0.05,1.064,1.064,
J1905+0414,286.25000000,4.23333333,*,*,9.081,9.081,
J1905+0450g,286.49583333,4.83333333,0.783300,0.01,9.912,9.912,
J1905+0600,286.26812500,6.01663889,0.441210,0.42,8.797,8.797,
J1905+0616,286.27853750,6.27130556,0.989706,0.51,4.952,4.952,
J1905+0656g,286.43750000,6.93333333,2.511650,0.03,1.041,1.041,
B1903+07,286.47342570,7.15537856,0.648040,1.90,4.980,4.980,
J1905+0758g,286.45000000,7.96666667,1.192760,0.01,4.807,4.807,
J1905+0902,286.33139583,9.04235833,0.218253,0.10,11.553,11.553,
J1905+0920g,286.28750000,9.33333333,0.170470,0.01,11.550,11.550,
J1905+0936g,286.35416667,9.60000000,1.634510,0.05,12.298,12.298,
J1905+1034,286.33593750,10.57436111,1.726810,0.04,6.910,6.910,
J1906+0055,286.70283546,0.91885722,0.002790,0.12,4.477,4.477,
J1906+0414,286.74080417,4.24151111,1.043362,0.23,10.069,10.069,
J1906+0454,286.69641542,4.90251167,0.002083,0.04,4.092,4.092,
J1906+0509,286.73540417,5.15988889,0.397590,0.07,3.091,3.091,
B1904+06,286.64685351,6.68413853,0.267275,2.80,7.000,6.816,
J1906+0646g,286.56250000,6.76666667,0.355520,0.05,5.317,5.317,
J1906+0649,286.54987500,6.83002778,1.286564,0.30,4.966,4.966,
J1906+0722,286.63000000,7.38216667,0.111524,*,*,*,
J1906+0724,286.59407083,7.40633333,1.536490,0.04,6.929,6.929,
J1906+0746,286.70358333,7.77386111,0.144073,0.55,7.400,4.814,
J1906+0757g,286.66666667,7.95000000,0.057190,0.01,2.465,2.465,
J1906+0822g,286.65833333,8.36666667,0.433440,0.01,7.037,7.037,
J1906+0912,286.61858333,9.21572222,0.775345,0.32,7.414,7.414,
J1906+1854,286.68629167,18.90236111,1.019093,*,6.721,6.721,
J1907+0249,286.92512500,2.82805556,0.351879,0.46,8.751,8.751,
J1907+0255,286.82458333,2.91741667,0.618761,0.14,7.986,7.986,
J1907+0345,286.81059583,3.75294444,0.240153,0.17,9.481,9.481,
J1907+0534,286.84725000,5.58138889,1.138403,0.36,11.835,11.835,
J1907+0602,286.97808333,6.03802778,0.106633,0.00,2.370,2.576,
J1907+0631,286.76590000,6.52191667,0.323648,0.25,3.400,6.803,
J1907+0658g,286.89166667,6.96666667,0.218340,0.05,7.715,7.715,
J1907+0709g,286.98750000,7.15000000,0.344100,0.08,5.397,5.397,
J1907+0731,286.97829167,7.52275000,0.363676,0.35,4.994,4.994,
J1907+0740,286.93382500,7.67294444,0.574698,0.41,5.810,5.810,
J1907+0833,286.98768333,8.56666389,0.167628,0.10,8.310,8.310,
J1907+0859,286.75797083,8.99550000,1.527042,0.07,4.989,4.989,
J1907+0918,286.84350417,9.30854444,0.226107,0.20,8.223,8.223,
J1907+0919,286.80970833,9.32225000,5.198346,*,*,*,
J1907+1149,286.90741667,11.82697222,1.420160,0.16,7.551,7.551,
B1904+12,286.79458333,12.79330556,0.827097,*,10.526,10.526,
J1907-1532,286.77825000,-15.53747222,0.632235,*,3.475,3.475,
B1905+39,286.89440000,40.03491944,1.235757,1.80,2.460,2.460,
J1907+57,286.75000000,57.00000000,0.424000,*,6.706,6.706,
J1908+0128,287.07834858,1.47297611,0.004702,0.14,2.627,2.627,
J1908+0457,287.06729167,4.96138889,0.846793,0.93,11.278,11.278,
J1908+0500,287.02150833,5.01512500,0.291021,0.79,5.845,5.845,
J1908+0558,287.00832083,5.97609444,0.168678,0.05,10.615,10.615,
J1908+0734,287.07087500,7.57065556,0.212353,0.54,0.669,0.669,
J1908+0811g,287.18333333,8.18333333,0.181640,0.02,5.643,5.643,
J1908+0833,287.08733333,8.55875000,0.512111,0.20,11.320,11.320,
J1908+0839,287.07712500,8.66644444,0.185397,0.49,8.272,8.272,
J1908+0909,287.03098750,9.15344444,0.336555,0.22,8.906,8.906,
B1906+09,287.24483333,9.27055556,0.830270,0.23,5.561,5.561,
J1908+0949g,287.03333333,9.81666667,0.009050,0.02,6.001,6.001,
J1908+1035g,287.09583333,10.58333333,0.010690,0.01,0.671,0.671,
J1908+1351,287.14712500,13.86111111,3.174832,0.02,6.884,6.884,
J1908+2105,287.23872500,21.08409056,0.002564,*,2.601,2.601,
J1908+2351,287.13308333,23.86163889,0.377578,*,5.405,5.405,
B1907+00,287.39690678,0.13271408,1.016948,0.87,4.358,4.358,
B1907+02,287.40962686,2.91407554,0.989831,0.63,4.500,5.883,
J1909+0616,287.46337500,6.28105556,0.755993,0.33,9.559,9.559,
J1909+0641,287.37105000,6.69050000,0.741762,0.11,1.325,1.325,
J1909+0657g,287.30833333,6.95000000,1.245890,0.09,1.806,1.806,
J1909+0749,287.28416667,7.82555556,0.237161,0.23,8.286,8.286,
J1909+0905g,287.41250000,9.08333333,1.494880,0.01,5.363,5.363,
J1909+0912,287.33295833,9.21491667,0.222949,0.40,7.608,7.608,
J1909+0930g,287.44583333,9.50000000,2.020780,0.02,8.378,8.378,
B1907+10,287.45284542,11.03417889,0.283642,3.20,4.800,4.788,
J1909+1132g,287.40416667,11.53333333,0.006800,0.01,8.104,8.104,
J1909+1148,287.38074583,11.81662778,0.448945,0.09,7.126,7.126,
J1909+1205,287.46445833,12.09638889,1.229312,0.10,10.130,10.130,
J1909+1450,287.36233333,14.84944444,0.996108,*,4.411,4.411,
J1909+1859,287.32751667,18.98631667,0.542451,*,2.447,2.447,
J1909-3744,287.44763451,-37.73738437,0.002947,1.80,1.140,0.564,
J1910-0112,287.56541667,-1.20166667,1.360603,0.07,8.105,8.105,
J1910+0225,287.54316250,2.42322222,0.337855,0.60,7.932,7.932,
B1907-03,287.62371667,-3.16502778,0.504606,0.55,14.441,14.441,
B1907+03,287.53776645,3.97445134,2.330263,1.50,2.859,2.859,
J1910+0435,287.54613333,4.59152778,0.664679,0.09,11.322,11.322,
J1910+0517,287.65794583,5.29891667,0.308048,0.50,11.021,11.021,
J1910+0534,287.61045833,5.56916667,0.452867,0.41,21.255,21.255,
J1910-0556,287.56884583,-5.94163889,0.557609,0.26,3.822,3.822,
J1910+0710,287.55780417,7.17955556,0.538647,0.03,5.974,5.974,
J1910+0714,287.57748750,7.23661111,2.712423,0.36,3.679,3.679,
J1910+0728,287.59199583,7.47696944,0.325415,0.87,6.233,6.233,
J1910+1017,287.60885000,10.29835833,0.411159,0.04,13.677,13.677,
J1910+1026,287.70313750,10.44791667,0.531493,0.06,15.743,15.743,
J1910+1054g,287.50416667,10.90000000,0.003870,0.01,4.372,4.372,
J1910+1117g,287.61250000,11.28333333,1.321520,0.02,7.889,7.889,
B1907+12,287.55641313,12.52782889,1.441742,0.28,8.139,8.139,
J1910+1256,287.54042290,12.94040385,0.004984,0.66,1.496,1.496,
J1910+56,287.67500000,56.91666667,0.341900,*,1.482,1.482,
J1910-5959A,287.92814842,-59.97413969,0.003266,0.21,4.125,1.685,
J1910-5959B,287.71689833,-59.98357250,0.008358,0.05,4.125,1.631,
J1910-5959C,287.77314667,-60.01658333,0.005277,0.24,4.125,1.627,
J1910-5959D,287.71840125,-59.98485528,0.009035,0.05,4.125,1.631,
J1910-5959E,287.71732167,-59.98391306,0.004572,0.07,4.125,1.634,
J1910-5959F,287.71694167,-59.98591667,0.008485,0.06,4.125,1.623,
J1911+00,287.95000000,0.61666667,6.940000,*,4.047,4.047,
B1908+00A,287.79620654,1.03603917,0.003619,*,8.410,9.199,
J1911+0101B,287.80238542,1.03067778,0.005384,*,8.410,8.681,
J1911+0751g,287.92916667,7.85000000,0.796910,0.05,5.573,5.573,
J1911+0921,287.94369583,9.36577778,0.273707,0.11,6.412,6.412,
J1911+0925,287.99780000,9.42561111,0.323858,0.09,8.147,8.147,
J1911+0939g,287.90833333,9.65000000,0.365470,0.03,10.593,10.593,
J1911+1051,287.92609167,10.85742778,0.190873,0.05,10.118,10.118,
J1911-1114,287.95534304,-11.23957806,0.003626,1.00,1.069,1.069,
J1911+1252g,287.86666667,12.86666667,0.027240,0.03,2.167,2.167,
J1911+1301,287.88224583,13.02405556,1.010462,0.05,11.653,11.653,
J1911+1336,287.99808750,13.61527778,0.299992,0.07,10.420,10.420,
J1911+1347,287.98001448,13.79287662,0.004626,0.90,1.365,1.365,
J1911+1758,287.98079167,17.97938611,0.460406,*,1.955,1.955,
J1912+0934g,288.17083333,9.56666667,0.897470,0.03,4.025,4.025,
J1912-0952,288.05103417,-9.88104111,0.025068,0.20,9.446,9.446,
B1910+10,288.19304167,10.61155556,0.409349,0.22,4.154,4.154,
J1912+1105g,288.10833333,11.08333333,0.670710,0.02,4.348,4.348,
J1912+1417g,288.13333333,14.28333333,0.003170,0.04,2.164,2.164,
B1910+20,288.18057958,21.07609056,2.232969,0.80,3.369,3.369,
J1912+2525,288.07760833,25.41725556,0.621976,*,2.150,2.150,
B1911-04,288.47572292,-4.67991111,0.825936,6.80,4.041,4.041,
J1913+0446,288.46175000,4.76833333,1.616130,0.48,4.338,4.338,
J1913+0523,288.34467083,5.39966667,0.661997,0.03,16.102,16.102,
J1913+0618,288.32449417,6.30229917,0.005027,0.06,5.863,5.863,
J1913+0657,288.38716667,6.95675000,1.257181,0.05,5.069,5.069,
J1913+0832,288.25208333,8.53475000,0.134409,0.90,8.204,8.204,
J1913+0904,288.33775417,9.07927778,0.163246,0.40,2.997,2.997,
B1911+09,288.46958333,9.61161111,1.241965,0.14,4.337,4.337,
J1913+1000,288.26495833,10.00066667,0.837148,0.53,7.671,7.671,
J1913+1011,288.33475417,10.18971389,0.035909,0.90,4.613,4.613,
J1913+1037g,288.47083333,10.61666667,0.434210,0.01,7.889,7.889,
J1913+1050,288.39735000,10.84072222,0.190067,0.06,5.446,5.446,
J1913+1054g,288.27916667,10.90000000,0.450620,0.02,7.112,7.112,
J1913+1102,288.37105917,11.03492806,0.027285,0.02,7.140,7.140,
J1913+11025,288.42797917,11.04966667,0.923872,0.14,11.411,11.411,
J1913+1145,288.43283333,11.75919444,0.306069,0.43,13.817,13.817,
J1913+1330,288.32487500,13.50910556,0.923391,*,6.179,6.179,
B1911+13,288.35146958,14.01459972,0.521473,1.20,5.263,5.246,
J1913+3732,288.36619583,37.53675000,0.851079,0.38,7.584,7.584,
J1914+0219,288.59914167,2.32994444,0.457527,1.60,14.386,14.386,
J1914+0625,288.53482917,6.41693611,0.878889,0.06,8.333,8.333,
J1914+0631,288.57183333,6.53230556,0.693811,0.26,1.776,1.776,
J1914+0659,288.57352917,7.01972222,0.018512,0.41,8.467,8.467,
J1914+0805,288.52295000,8.08686111,0.455499,0.16,10.671,10.671,
J1914+0838,288.61021083,8.64587222,0.440040,0.28,8.071,8.071,
J1914+1029g,288.59583333,10.48333333,2.484990,0.01,1.880,1.880,
J1914+1054g,288.52916667,10.90000000,0.138870,0.03,7.767,7.767,
B1911+11,288.54216667,11.36769444,0.600997,0.55,3.140,3.140,
J1914+1228g,288.72916667,12.46666667,2.277550,0.02,7.309,7.309,
J1914+1428,288.72477500,14.47950000,1.159520,0.06,6.514,6.514,
J1915+0227,288.75884167,2.46326944,0.317306,0.40,10.203,10.203,
J1915+0639,288.97636250,6.66283611,0.644140,0.04,8.874,8.874,
J1915+0738,288.85333333,7.64205556,1.542704,0.34,1.404,1.404,
J1915+0752,288.75808333,7.86922222,2.058314,0.21,3.566,3.566,
J1915+0832g,288.77500000,8.53333333,2.710090,0.02,1.366,1.366,
J1915+0838,288.80779167,8.64991667,0.342777,0.29,10.840,10.840,
B1913+10,288.87496250,10.16204722,0.404552,2.00,7.000,5.990,
J1915-11,288.75000000,-11.50000000,2.177000,*,5.495,5.495,
J1915+1145,288.88801292,11.76138333,0.173647,0.09,7.153,7.153,
J1915+1150,288.81920833,11.84316667,0.100041,0.05,14.005,14.005,
J1915+1410,288.89756667,14.18097222,0.297494,0.13,7.128,7.128,
B1913+16,288.86666425,16.10760744,0.059030,0.90,4.167,5.247,
B1913+167,288.82962409,16.78568769,1.616231,*,2.196,2.196,
J1916+0741g,289.07083333,7.68333333,0.011220,0.03,8.442,8.442,
J1916+0748,289.21458333,7.80000000,0.541752,2.80,11.779,11.779,
J1916+0748g,289.25000000,7.80000000,0.867910,0.01,6.438,6.438,
J1916+0844,289.07950417,8.73527778,0.439995,0.44,10.988,10.988,
J1916+0852,289.10250000,8.87666667,2.182746,0.13,9.391,9.391,
B1914+09,289.13476905,9.85721612,0.270254,1.60,1.904,1.904,
J1916+1023,289.15379167,10.38416667,1.618339,0.36,7.877,7.877,
B1913+105,289.04883333,10.51483333,0.628970,0.22,8.148,8.148,
J1916+1030g,289.19166667,10.50000000,0.349380,0.01,11.353,11.353,
J1916+1225,289.08352083,12.43165000,0.227387,0.09,6.486,6.486,
B1914+13,289.24445833,13.21388889,0.281845,1.20,4.500,6.351,
J1916-2939,289.13625417,-29.65772222,1.248617,*,1.600,1.600,
J1916+3224,289.01445000,32.41102778,1.137450,*,7.945,7.945,
J1917+0743g,289.35833333,7.71666667,0.813470,0.02,8.247,8.247,
J1917+0834,289.45355417,8.58184167,2.129665,0.31,1.231,1.231,
J1917+1046g,289.47916667,10.76666667,0.087730,0.01,4.865,4.865,
J1917+1121g,289.36250000,11.35000000,0.510310,0.01,7.078,7.078,
J1917+1259g,289.37083333,12.98333333,0.005630,0.04,3.637,3.637,
B1915+13,289.41577667,13.89918806,0.194631,6.80,5.882,2.940,
J1917+1411g,289.35833333,14.18333333,0.446460,0.01,3.968,3.968,
J1917+17,289.25000000,17.40000000,0.419600,*,1.713,1.713,
J1917+1737,289.34990000,17.62544444,0.334725,0.05,5.530,5.530,
B1915+22,289.43428307,22.38021094,0.425897,0.36,4.965,4.965,
J1918-0642,289.70013634,-6.70969457,0.007646,0.58,1.111,1.027,
J1918-1052,289.70102917,-10.87955000,0.798693,*,2.966,2.966,
J1918+1311,289.69258333,13.19014167,0.856749,0.05,6.187,6.187,
J1918+1340g,289.72500000,13.66666667,0.232990,0.04,11.865,11.865,
B1916+14,289.59849272,14.75166717,1.181023,1.00,1.304,1.304,
J1918+1536g,289.59583333,15.60000000,0.109950,0.01,3.830,3.830,
J1918+1540g,289.57916667,15.66666667,0.004280,0.02,6.477,6.477,
J1918+1541,289.53208333,15.68755556,0.370883,*,0.727,0.727,
J1918+1547g,289.64166667,15.78333333,0.003760,0.02,2.185,2.185,
B1917+00,289.96113125,0.36103389,1.272260,0.80,5.882,4.100,
J1919+0134,289.93175000,1.58236111,1.603984,2.10,14.371,14.371,
J1919+1314,289.88744167,13.24369444,0.571400,0.22,13.026,13.026,
J1919+1527g,289.95833333,15.45000000,1.371460,0.01,16.926,16.926,
J1919+1645,289.78851250,16.75631111,0.562790,0.16,5.414,5.414,
J1919+1745,289.93059167,17.75105278,2.081343,0.19,4.094,4.094,
J1919+23,289.85833333,23.87944444,0.004630,*,*,*,
J1919+2621,289.92088750,26.35818333,0.651512,0.57,6.099,6.099,
J1920-0950,290.23304167,-9.83361111,1.037824,0.20,6.186,6.186,
J1920+1040,290.23075000,10.67527778,2.215802,0.57,10.151,10.151,
J1920+1110,290.05545833,11.18305556,0.509886,0.39,6.319,6.319,
J1920+1515g,290.09166667,15.25000000,1.602760,0.02,15.739,15.739,
B1918+26,290.15989412,26.84400048,0.785522,*,1.722,1.722,
J1921+0137,290.37628187,1.62376083,0.002496,0.10,5.086,5.086,
J1921-05,290.26666667,-5.38333333,2.227590,*,4.077,4.077,
J1921-0510,290.37270833,-5.16966667,0.794254,0.40,5.604,5.604,
J1921+0812,290.44876667,8.21440556,0.210648,0.66,2.896,2.896,
J1921+0921,290.47286250,9.35838889,0.562302,0.06,6.139,6.139,
J1921+1259g,290.32500000,12.98333333,0.573160,0.01,8.227,8.227,
J1921+1340g,290.37500000,13.66666667,4.602940,0.03,25.000,25.000,
B1919+14,290.35066643,14.32140937,0.618183,0.68,2.810,2.810,
J1921+1505g,290.35416667,15.08333333,0.611900,0.01,10.631,10.631,
J1921+1544,290.44363458,15.73818333,0.143576,0.21,9.038,9.038,
J1921+1630,290.25059167,16.51550000,0.936448,0.05,5.097,5.097,
J1921+1929,290.34729458,19.48952750,0.002646,0.20,2.434,2.434,
B1918+19,290.26583304,19.81240720,0.821035,1.70,4.322,4.322,
B1919+20,290.46498750,20.05577778,0.760681,*,3.292,3.292,
B1919+21,290.43672917,21.88395833,1.337302,18.80,0.300,0.807,
J1921+34,290.25000000,34.11666667,1.444000,*,8.052,8.052,
J1922+1131,290.70945833,11.53291667,0.562074,0.13,10.486,10.486,
J1922+1733,290.72174167,17.55651944,0.236171,1.16,5.360,5.360,
B1920+20,290.53336196,20.29925534,1.172763,*,5.280,5.280,
B1920+21,290.72304864,21.17832376,1.077924,1.40,4.000,7.041,
J1922+58,290.50000000,58.46666667,0.529623,*,5.524,5.524,
J1923-0408,290.79566667,-4.13872222,1.149269,0.11,1.236,1.236,
J1923+1143g,290.90833333,11.71666667,0.371210,0.01,7.783,7.783,
J1923+1521g,290.80000000,15.35000000,1.048760,0.01,6.995,6.995,
B1921+17,290.78270833,17.10261111,0.547209,0.41,3.975,3.975,
J1923+2022g,290.98333333,20.36666667,0.037990,0.01,4.626,4.626,
J1923+2515,290.84371759,25.26127254,0.003788,0.20,1.201,1.201,
J1923+4243,290.81350349,42.72184543,0.595193,*,4.684,4.684,
J1924+1343g,291.08333333,13.71666667,0.005720,0.03,3.045,3.045,
J1924+1509g,291.14166667,15.15000000,0.239950,0.01,6.358,6.358,
J1924+1510g,291.00833333,15.16666667,0.498630,0.01,3.469,3.469,
J1924+1628,291.18370833,16.47713611,0.375082,0.11,10.470,10.470,
J1924+1631,291.22866667,16.53022222,2.935186,0.09,10.183,10.183,
J1924+1639,291.01296458,16.66132111,0.158043,0.21,5.059,5.059,
J1924+1713,291.13548750,17.22583333,0.758433,0.04,10.902,10.902,
J1924+1917,291.10920833,19.29011111,1.277942,0.04,8.594,8.594,
J1924+1923g,291.08333333,19.38333333,0.689240,0.06,9.824,9.824,
J1924+1932g,291.20416667,19.53333333,0.388860,0.02,6.612,6.612,
J1924+2027g,291.14166667,20.45000000,0.001950,0.08,5.294,5.294,
J1924+2037g,291.14166667,20.61666667,0.684800,0.00,2.935,2.935,
B1922+20,291.16666667,20.66750000,0.237790,*,5.951,5.951,
J1925+1532g,291.25000000,15.53333333,1.655100,0.02,4.202,4.202,
J1925-16,291.27500000,-16.01666667,3.885800,*,7.935,7.935,
J1925+1629g,291.29166667,16.48333333,0.004110,0.09,5.118,5.118,
J1925+1636g,291.45000000,16.60000000,0.049710,0.01,1.536,1.536,
J1925+1720,291.36262917,17.34091944,0.075659,0.07,5.048,5.048,
J1925+19,291.35833333,19.06666667,1.916353,*,8.329,8.329,
B1923+04,291.60196667,4.52542778,1.074080,*,4.995,4.995,
J1926-0652,291.65433750,-6.87852778,1.608816,1.01,5.286,5.286,
J1926+0737,291.64058333,7.61866667,0.318062,0.11,8.722,8.722,
J1926-1314,291.72431250,-13.23438889,4.864284,*,1.531,1.531,
B1924+14,291.73844133,14.58203825,1.324922,0.48,5.649,5.649,
J1926+1452g,291.72916667,14.86666667,0.304510,0.01,6.481,6.481,
J1926+1614,291.70917500,16.23854722,0.308306,0.09,1.262,1.262,
J1926+1631g,291.60000000,16.51666667,0.678390,0.05,4.822,4.822,
B1924+16,291.68884545,16.80910566,0.579823,1.30,6.000,4.495,
J1926+1857g,291.74583333,18.95000000,0.278730,0.03,9.569,9.569,
B1924+19,291.59508333,19.46991667,1.346012,*,10.569,10.569,
J1926+2016,291.57526667,20.26698056,0.299072,0.12,5.948,5.948,
J1927+0911,291.85678333,9.18491667,0.290305,0.16,10.939,10.939,
J1927+1430g,291.91666667,14.50000000,0.202880,0.01,5.626,5.626,
B1925+18,291.79342500,18.86902778,0.482766,0.44,5.443,5.443,
B1925+188,291.85404167,18.94355556,0.298313,0.55,3.100,3.100,
B1925+22,291.78366667,22.58258333,1.431066,*,7.222,7.222,
J1928-0108,292.07887500,-1.14880556,2.365714,0.24,9.696,9.696,
J1928+1245,292.18914000,12.76482611,0.003022,0.08,6.079,6.079,
J1928+1443,292.02829167,14.71980556,1.010739,0.17,3.079,3.079,
J1928+15,292.08333333,15.21666667,0.403000,*,5.746,5.746,
J1928+1725,292.21666667,17.42472222,0.289838,1.40,3.725,3.725,
J1928+1746,292.17730417,17.77489444,0.068730,0.28,4.337,4.337,
J1928+1809g,292.02500000,18.15000000,0.294460,0.03,9.328,9.328,
J1928+1816g,292.04166667,18.26666667,0.010540,0.03,7.206,7.206,
J1928+1839g,292.15833333,18.65000000,2.260910,0.01,2.502,2.502,
J1928+1852g,292.02083333,18.86666667,0.792810,0.02,5.834,5.834,
J1928+1902g,292.02083333,19.03333333,0.005800,0.01,1.495,1.495,
J1928+1915g,292.25000000,19.25000000,0.974350,0.01,4.632,4.632,
J1928+1923,292.02151250,19.39203333,0.817330,0.64,10.583,10.583,
J1928+28,292.00000000,28.00000000,1.063000,*,5.224,5.224,
J1929+00,292.36666667,0.43333333,1.166900,*,1.497,1.497,
J1929+0132,292.42720137,1.54626750,0.006418,0.21,1.852,1.852,
J1929+1357,292.29425000,13.95997222,0.866927,2.20,4.768,4.768,
J1929+16,292.32500000,16.35000000,0.529681,*,0.762,0.762,
J1929+1615g,292.40000000,16.25000000,0.044600,0.01,6.109,6.109,
J1929+1731g,292.26666667,17.51666667,3.995400,0.01,9.222,9.222,
B1926+18,292.31991667,18.74986111,1.220470,*,3.324,3.324,
J1929+19,292.38333333,19.08333333,0.339216,*,11.736,11.736,
J1929+1937g,292.29166667,19.61666667,0.563730,0.02,10.042,10.042,
J1929+1955,292.32321375,19.91886389,0.257832,0.42,6.603,6.603,
J1929+2121,292.26766250,21.35630000,0.723599,0.23,2.653,2.653,
J1929+3817,292.27922500,38.29930556,0.814215,*,9.321,9.321,
J1929+62,292.25000000,62.26666667,1.456004,*,11.972,11.972,
J1929+66,292.25000000,66.00000000,0.806000,*,7.973,7.973,
B1927+13,292.50394583,13.26975000,0.760032,0.18,6.339,6.339,
J1930+1357g,292.55000000,13.95000000,0.323540,0.03,5.601,5.601,
J1930+1403g,292.57500000,14.05000000,0.003210,0.09,4.740,4.740,
J1930+1408,292.57896917,14.14871944,0.425720,0.05,5.891,5.891,
J1930+1722,292.62545833,17.38144444,1.609706,0.09,4.741,4.741,
J1930+1852,292.62554167,18.87058333,0.136855,0.06,7.000,6.168,
J1930-1852,292.62381500,-18.86285278,0.185520,*,2.004,2.004,
J1930+2441,292.68916017,24.68376778,0.005767,0.10,3.268,3.268,
J1931-0144,292.88343750,-1.73958333,0.593661,0.20,1.387,1.387,
J1931+1439,292.91847083,14.66075000,1.779226,0.08,6.123,6.123,
B1929+15,292.98212500,15.61597222,0.314355,0.36,4.011,4.011,
J1931+1817,292.96974583,18.28354722,0.234131,0.15,9.573,9.573,
J1931+1952,292.98276667,19.86986111,0.501123,0.13,9.625,9.625,
J1931+30,292.86666667,30.58333333,0.582126,*,3.722,3.722,
J1931+42,292.75000000,42.50000000,*,*,4.234,4.234,
B1929+10,293.05857083,10.99260556,0.226519,28.70,0.310,0.229,
J1932+1500,293.19294583,15.00616667,1.864332,0.19,2.849,2.849,
J1932+1756,293.03011542,17.93814167,0.041831,0.04,2.116,2.116,
J1932+1916,293.08208333,19.27750000,0.208215,0.00,*,*,
B1929+20,293.03343136,20.34622569,0.268217,1.20,5.000,4.964,
