,NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,sqrtts
988,J1514-4946,228.57964208,-49.77097667,0.003589,0.25,0.908,0.908,0.0
989,J1514-5316,228.66733333,-53.26730556,0.296279,0.15,0.850,0.850,0.0
990,J1514-5925,228.74625,-59.42875,0.148797,0.29,3.906,3.906,2.562327827675326
991,J1515-5720,228.78845833,-57.34726389,0.286648,0.25,6.069,6.069,0.3809349441097934
996,J1517-4356,229.36391667,-43.93830556,0.650837,0.50,4.473,4.473,0.0
997,J1517-4636,229.3724,-46.60016667,0.886612,0.30,7.675,7.675,0.0
998,B1516+02A,229.63882333,2.09098611,0.005554,0.12,7.480,25.000,0.4015764361510862
999,B1516+02B,229.631075,2.08763056,0.007947,0.03,7.480,13.608,0.4151325951688203
1000,J1518+0204C,229.63662039,2.07994869,0.002484,0.04,7.480,6.616,0.3849178805853474
1001,J1518+0204D,229.63833333,2.08111111,0.002988,0.01,7.480,6.511,0.3826954962507492
1002,J1518+0204E,229.64166667,2.08277778,0.003182,0.01,7.480,6.507,0.3777627869102452
1005,J1518-3952,229.73736667,-39.87508333,0.499196,0.90,12.297,12.297,0.27465478029049356
1006,J1518+4904,229.56999618,49.07618089,0.040935,4.00,0.964,0.964,1.9812429966894332
1007,J1518-5415,229.55625,-54.2625,0.214925,0.08,3.768,3.768,0.0
1008,J1519-5734,229.94829167,-57.57044444,0.518758,0.45,6.799,6.799,0.19423715426423785
1009,J1519-6106,229.89920833,-61.11516667,2.154307,0.19,5.047,5.047,0.08028297082381682
1010,J1519-6308,229.78983333,-63.13875,1.254052,0.32,12.367,12.367,1.2841859920005467
1011,J1522-5525,230.52791667,-55.42152778,1.389605,0.25,2.000,2.000,0.07287565027581919
1013,B1518-58,230.67601667,-58.48411528,0.395354,6.00,3.882,3.882,0.007514596428656375
1014,J1523-3235,230.90708333,-32.59502778,1.504835,0.20,7.997,7.997,0.0
1016,J1524-5625,231.20775,-56.42316667,0.078219,1.28,3.378,3.378,0.0
1017,J1524-5706,231.08925,-57.10962222,1.116174,0.45,7.434,7.434,0.06484622881631599
1018,J1524-5819,231.10270833,-58.32058333,0.961043,0.09,7.546,7.546,0.0
1019,J1525-5417,231.368125,-54.28888889,1.011694,0.18,4.880,4.880,0.30176580054352575
1020,J1525-5523,231.40026667,-55.39088889,0.355156,0.21,3.132,3.132,0.40464271536723195
1021,J1525-5545,231.367225,-55.763845,0.011360,0.43,3.140,3.140,0.2600636798401107
1022,J1525-5605,231.42270833,-56.08694444,0.280349,0.25,5.078,5.078,0.018558797302699947
1024,J1526-5633,231.67166667,-56.56194444,0.301888,0.11,4.796,4.796,0.0
1026,B1523-55,231.919725,-55.86898667,1.048719,0.84,5.381,5.381,0.006523724274174896
1027,J1528-3146,232.1456425,-31.76856556,0.060822,0.40,0.774,0.774,0.023516229957883432
1028,J1528-4109,232.03347083,-41.158,0.526556,0.60,5.453,5.453,1.5629697878552085
1029,J1528-5547,232.16325,-55.78972222,3.467302,0.07,4.471,4.471,0.046385579376035734
1032,J1529-3828,232.31294417,-38.47940278,0.008486,0.27,4.301,4.301,0.0
1034,J1529-5355,232.49,-53.92666667,0.891265,0.37,6.240,6.240,3.396255822786232
1035,J1529-5611,232.39916667,-56.19138889,0.822249,0.14,3.321,3.321,0.12320155207874926
1037,J1530-5327,232.61205,-53.46556111,0.278958,0.92,1.123,1.123,0.0
1038,J1530-6343,232.69836667,-63.72044444,0.910320,0.37,11.447,11.447,1.7986869665562144
1039,J1531-4012,232.78354167,-40.20858333,0.356849,0.40,9.528,9.528,0.13796311357358468
1040,J1531-5610,232.86625417,-56.18203611,0.084206,0.87,2.841,2.841,0.27495134314417585
1041,B1530+27,233.04318583,27.76378417,1.124836,0.80,1.695,1.321,0.3401500960271777
1042,J1532-5308,233.14791667,-53.135,0.443825,0.25,3.825,3.825,0.0
1043,J1532-56,233.075,-56.53333333,0.522977,0.10,4.440,4.440,0.0607598604760726
1044,J1534-4428,233.71666667,-44.46927778,1.221426,0.70,9.640,9.640,0.0
1046,B1530-53,233.53449167,-53.57212778,1.368882,6.80,0.810,0.810,0.0
1047,B1530-539,233.63995833,-54.09436111,0.289689,1.40,3.748,3.748,0.9593260813071997
1048,J1535-4114,233.821125,-41.23419444,0.432866,2.90,2.770,2.770,0.0
1050,J1535-5450,233.99275,-54.84055556,0.566734,0.17,3.946,3.946,1.7677443833777826
1051,J1535-5848,233.81983333,-58.80769444,0.307178,0.35,2.971,2.971,0.5040815538638264
1054,J1536-3602,234.072425,-36.04966667,1.319759,1.90,7.620,7.620,0.05582805176316231
1055,J1536-4948,234.09675379,-49.81519111,0.003080,0.09,0.978,0.978,0.0
1056,J1536-5433,234.02008333,-54.55416667,0.881438,1.80,3.306,3.306,0.24150093042817794
1057,J1536-5907,234.07383333,-59.11766667,0.557841,0.22,8.135,8.135,0.0
1058,B1534+12,234.29150721,11.93206496,0.037904,0.46,0.941,0.877,0.0
1059,J1537-4912,234.3675,-49.20083333,0.301311,0.31,2.055,2.055,0.0
1060,J1537-5153,234.31554167,-51.885,1.528124,0.07,2.744,2.744,3.3897339345495707
1061,J1537-5312,234.40706108,-53.20696028,0.006927,0.46,3.056,3.056,0.0
1062,J1537-5645,234.4625,-56.75111111,0.430464,1.00,8.465,8.465,0.015103164755653129
1064,J1538-5438,234.70395833,-54.63805556,0.276726,0.24,3.179,3.179,4.93769371803659
1065,J1538-5519,234.670125,-55.32944444,0.395731,0.42,5.940,5.940,0.8180421918467712
1066,J1538-5551,234.68756667,-55.86026389,0.104676,0.33,5.977,5.977,0.0
1067,J1538-5621,234.680375,-56.36541667,1.908494,0.14,3.313,3.313,0.0
1068,J1538-5638,234.52375,-56.63666667,0.843980,0.28,7.043,7.043,0.0
1069,J1538-5732,234.57575,-57.54147222,0.341213,0.35,3.428,3.428,2.2123974703794533
1070,J1538-5750,234.53504167,-57.83808333,0.506568,0.06,2.519,2.519,1.5681480447115772
1071,J1539-4828,234.92016667,-48.4825,1.272842,0.20,3.465,3.465,0.0
1072,J1539-5521,234.78320833,-55.35311111,1.004958,0.14,4.912,4.912,0.5044299793607471
1073,B1535-56,234.80858333,-56.44063889,0.243395,5.00,3.536,3.536,0.0
1075,J1540-5736,235.24591667,-57.61583333,0.612916,0.24,6.349,6.349,0.2487055925581227
1078,J1541-5535,235.45666667,-55.58361111,0.295838,0.30,5.161,5.161,0.8446052735893204
1079,J1542-5034,235.68883333,-50.56768333,0.599248,0.30,2.732,2.732,0.0
1080,J1542-5133,235.58304167,-51.55972222,1.783865,0.27,4.061,4.061,0.055071946221139895
1081,J1542-5303,235.727125,-53.06138889,1.207568,0.35,5.370,5.370,0.0
1082,B1540-06,235.87557208,-6.34592556,0.709064,2.00,3.226,1.115,0.0
1083,B1541+09,235.91177083,9.48787194,0.748448,5.90,5.900,25.000,0.0
1084,J1543-5013,235.99270833,-50.23277778,0.644255,0.17,5.809,5.809,0.15856944220900052
1085,J1543-5149,235.9339575,-51.83185694,0.002057,0.82,1.149,1.149,0.0
1086,J1543-5459,235.985125,-54.9875,0.377138,0.81,4.658,4.658,0.9218628161944664
1087,J1544-0713,236.09802917,-7.23306111,0.484130,0.39,2.633,2.633,0.0
1089,B1541-52,236.24928917,-53.14637583,0.178554,5.82,0.932,0.932,0.0
1090,J1545-4550,236.48310608,-45.84375766,0.003575,1.07,2.222,2.247,1.0321779877264006
1092,J1546-5302,236.53083333,-53.03972222,0.580840,0.32,5.334,5.334,0.0
1093,J1546-5925,236.62227333,-59.42913083,0.007797,0.27,4.026,4.026,0.0
1095,J1547-5709,236.85052,-57.15488053,0.004291,0.34,2.695,2.695,0.0
1096,J1547-5750,236.8775,-57.8415,0.647198,0.23,3.464,3.464,0.19361188857416617
1097,J1547-5839,236.89579167,-58.65272222,0.242190,0.41,5.685,5.685,0.08702335832648207
1098,J1548-4821,237.09691667,-48.36380556,0.145655,0.51,3.439,3.439,0.0
1099,J1548-4927,237.081125,-49.46122222,0.602738,0.69,3.518,3.518,2.5035238847972625
1100,J1548-5607,237.18339583,-56.12619444,0.170938,1.39,5.702,5.702,1.4529003530138036
1102,J1549-4848,237.33783333,-48.80986111,0.288355,1.60,1.308,1.308,0.22860331626151975
1104,J1549-5722,237.44958333,-57.36722222,0.497772,0.10,2.858,2.858,0.0
1105,J1550-5242,237.51229167,-52.70194444,0.749659,0.32,5.644,5.644,0.19235524109386828
1106,J1550-5317,237.52,-53.28916667,1.421124,0.40,6.932,6.932,0.0
1107,J1550-5418,237.72551608,-54.30669836,2.069833,4.00,4.000,6.291,0.0
1109,J1551-4424,237.95008333,-44.41166667,0.674060,1.00,2.227,2.227,0.18951148212211436
1110,J1551-5310,237.92083333,-53.18347222,0.453448,0.72,5.878,5.878,0.0
1111,J1551-6214,237.90328333,-62.239825,0.198839,0.31,3.901,3.901,0.0
1112,J1552-4937,238.05529542,-49.63048444,0.006284,0.34,3.055,3.055,0.0
1114,B1550-54,238.498375,-54.93506944,1.081347,0.90,3.786,3.786,0.6823812183810327
1117,J1554-5512,238.66875,-55.20916667,3.418039,0.11,6.397,6.397,0.5146964167144532
1120,B1552-23,238.88826808,-23.68607516,0.532578,0.90,3.747,3.747,2.5976713894311385
1121,J1555-2908,238.91941062,-29.14122867,0.001788,0.20,7.559,7.559,0.0
1122,B1552-31,238.8248,-31.57225,0.518110,4.24,5.299,5.299,0.0
1123,J1556-5358,239.21458333,-53.98194444,0.994681,0.53,5.020,5.020,0.0
1124,J1557-4258,239.251075,-42.97018333,0.329187,3.14,8.630,8.630,0.0
1125,J1557-5151,239.37208333,-51.85233333,0.408155,0.31,6.485,6.485,0.0
1126,J1558-5419,239.67270833,-54.32388889,0.594575,0.40,7.430,7.430,0.004814006672163716
1127,J1558-5756,239.62720833,-57.94058333,1.122342,0.19,3.325,3.325,0.0
1130,B1556-44,239.92302552,-44.64608383,0.257056,37.10,2.300,1.471,0.0
1131,B1555-55,239.83625,-55.76305556,0.957267,0.72,4.133,4.133,0.0
1132,J1600-3053,240.21626293,-30.8970535,0.003598,2.44,1.887,2.535,0.0
1133,B1557-50,240.22089583,-50.73925,0.192605,21.00,6.900,5.133,0.0
1134,B1556-57,240.08291667,-57.85425,0.194456,2.50,4.183,4.183,0.0
1135,J1600-5916,240.14583333,-59.28305556,1.247666,0.33,5.657,5.657,0.0
1136,J1601-50,240.35,-50.38333333,0.860777,0.40,1.367,1.367,0.0
1137,J1601-5244,240.36375,-52.73583333,2.559357,0.13,4.088,4.088,2.058666314186069
1138,J1601-5335,240.478375,-53.59558333,0.288479,0.25,3.576,3.576,0.0
1140,J1602-4957,240.57583333,-49.95888889,0.819990,0.17,6.029,6.029,0.0
1141,B1558-50,240.57804167,-51.00169444,0.864286,8.23,8.000,3.405,0.0
1144,J1603-2531,240.77010542,-25.52997222,0.283071,4.98,3.412,3.412,0.0
1145,B1600-27,240.78359696,-27.22433718,0.778313,1.70,2.306,2.306,0.0
1146,J1603-3539,240.9737375,-35.66586111,0.141909,0.90,4.100,4.100,0.4264919043399983
1147,J1603-5312,240.962,-53.21611111,0.839221,0.25,3.113,3.113,0.0
1148,J1603-5657,240.88108333,-56.962275,0.496077,0.93,6.730,6.730,0.7227977806026951
1149,J1603-7202,240.89864683,-72.04243281,0.014842,2.46,3.700,1.129,0.0
1150,J1604-3142,241.152275,-31.70177778,0.883890,0.37,2.902,2.902,0.0
1152,J1604-4718,241.12254167,-47.31330556,0.527466,0.22,1.307,1.307,0.03211675411915614
1153,B1600-49,241.09573333,-49.16610556,0.327419,6.10,3.225,3.225,1.44553677308284
1156,J1605-5215,241.32916667,-52.26333333,1.013609,0.22,5.087,5.087,0.0
1157,B1601-52,241.31777083,-52.95966667,0.658013,21.00,0.922,0.922,0.0
1159,J1607-5140,241.95541667,-51.67111111,0.342723,0.26,5.118,5.118,0.5615237554755963
1160,J1607-6449,241.9529625,-64.82863333,0.298116,0.22,3.444,3.444,1.6352417426810173
1161,J1609-1930,242.27229167,-19.50222222,1.557917,0.30,1.791,1.791,0.0
1162,J1609-4616,242.421375,-46.27291667,0.249609,0.38,3.747,3.747,0.0
1163,J1609-5158,242.36125,-51.97166667,1.279402,0.27,6.477,6.477,0.0
1164,B1607-13,242.6782285,-13.37286409,1.018393,1.11,3.247,3.247,0.005804284748281867
1166,J1610-5006,242.68458333,-50.11172222,0.481119,1.60,5.615,5.615,0.1816752898187533
1167,J1610-5303,242.55341667,-53.06361111,0.786468,0.76,5.353,5.353,0.0
1170,J1611-4811,242.76125,-48.19416667,1.296850,0.08,4.909,4.909,0.26246633802855013
1171,J1611-4949,242.94429167,-49.83255556,0.666438,0.58,7.234,7.234,0.0
1172,B1607-52,242.76404167,-52.15614722,0.182495,1.45,2.949,2.949,0.0
1173,J1611-5847,242.96380417,-58.79509167,0.354550,0.11,2.479,2.479,0.08900000233930248
1175,J1612-2408,243.10858333,-24.13444444,0.923834,0.50,2.770,2.770,0.0
1176,J1612-49,243.225,-49.45,0.192687,0.16,6.293,6.293,0.0
1177,J1612-5022,243.11678333,-50.38258333,1.368283,0.23,3.994,3.994,0.06265414561143753
1178,J1612-5136,243.0025,-51.615,0.483311,0.20,6.690,6.690,0.0
1179,J1612-55,243.025,-55.15,0.846907,0.11,6.923,6.923,0.0
1180,J1612-5805,243.1159,-58.09144444,0.615520,0.30,5.542,5.542,0.643222808795513
1181,B1609-47,243.37090833,-47.24066944,0.382377,1.40,3.521,3.521,0.6399040737848204
1182,J1613-5211,243.42691667,-52.18916667,0.457502,0.29,4.718,4.718,0.0
1183,J1613-5234,243.48954167,-52.57138889,0.655221,0.28,7.421,7.421,0.1157762971049765
1184,B1612+07,243.67044377,7.62528291,1.206801,0.60,1.626,1.626,0.041404601697478054
1185,J1614-2230,243.65211475,-22.50869336,0.003151,1.14,0.700,1.394,0.0
1187,J1614-3846,243.67716667,-38.77638889,0.464106,0.18,5.637,5.637,0.0
1188,J1614-3937,243.6301125,-39.62466667,0.407292,0.70,10.650,10.650,0.0
1189,B1610-50,243.54704167,-50.80097222,0.231694,4.10,5.148,5.148,0.07592896368283542
1190,J1614-5144,243.69041667,-51.74694444,1.534008,0.16,6.129,6.129,0.0
1191,J1614-5402,243.70991667,-54.04638889,0.572592,0.25,5.829,5.829,0.4983705193159819
1193,J1615-4958,243.82241667,-49.96722222,0.558258,0.16,3.911,3.911,1.0874550423548295
1195,J1615-5444,243.7549625,-54.74233333,0.360958,0.59,6.882,6.882,0.015507007866526172
1196,B1611-55,243.91845833,-55.61680556,0.791526,0.80,3.192,3.192,0.7395448550273244
1197,J1616-5017,244.12454167,-50.28747222,0.491384,0.17,3.480,3.480,0.6652869383367093
1198,J1616-5109,244.12875,-51.15472222,1.219594,1.20,6.842,6.842,2.795708844432272
1199,J1616-5208,244.0975,-52.14666667,1.025831,0.44,6.006,6.006,0.0
1200,J1617-4216,244.34741667,-42.28305556,3.428466,0.28,7.287,7.287,0.0
1201,J1617-4608,244.39627083,-46.14347222,0.567080,0.15,11.077,11.077,0.2684295109938547
1202,J1617-5055,244.37208333,-50.92033333,0.069357,0.27,4.743,4.743,1.046937797310979
1204,J1618-3921,244.57843667,-39.35050417,0.011987,0.63,5.513,5.513,0.0
1205,J1618-4624,244.71989912,-46.40970833,0.005931,0.23,3.045,3.045,0.0
1206,J1618-4723,244.52833333,-47.38863889,0.203553,1.00,3.089,3.089,0.0
1208,J1619-42,244.775,-42.03333333,1.023152,0.60,8.149,8.149,0.0
1210,J1620-5414,245.06016667,-54.24769444,1.156360,0.13,1.978,1.978,2.999126810590231
1211,J1621-5039,245.269625,-50.6635,1.084020,0.36,3.917,3.917,2.245323922317998
1212,J1621-5243,245.4825,-52.72888889,0.371924,0.27,6.435,6.435,0.3612990376315199
1214,J1622-3751,245.51908333,-37.85386111,0.731463,0.20,12.019,12.019,1.8686305976924353
1215,J1622-4332,245.68945,-43.54116667,0.916938,0.53,9.762,9.762,0.3408811299295552
1216,J1622-4347,245.62525,-43.78927778,0.457681,0.18,5.039,5.039,2.784662835237171
1217,J1622-4802,245.696625,-48.03697222,0.265072,0.92,5.321,5.321,0.0
1218,J1622-4845,245.52270833,-48.77472222,0.735092,0.15,4.244,4.244,0.17194648631172113
1219,J1622-4944,245.65625,-49.74166667,1.072968,0.52,5.412,5.412,0.04205291852033151
1220,J1622-4950,245.68666667,-49.84844444,4.327020,4.80,5.571,5.571,0.0
1221,J1622-6617,245.51528375,-66.28804944,0.023623,0.44,4.045,4.045,0.0
1223,B1620-09,245.82358292,-9.14687028,1.276446,0.60,1.667,25.000,0.0
1224,B1620-26,245.9092575,-26.5316025,0.011076,1.60,1.851,3.651,0.14345948172877981
1225,B1620-42,245.9512125,-42.94794444,0.364591,2.60,21.557,21.557,0.0
1226,J1623-4949,245.97833333,-49.81777778,0.725732,0.36,3.356,3.356,0.0
1230,J1624-4411,246.08900417,-44.19272222,0.233164,0.48,3.344,3.344,2.256316601949027
1231,J1624-4613,246.07791667,-46.21722222,0.871243,0.39,4.779,4.779,0.49339302910735966
1232,J1624-4721,246.22870833,-47.3575,0.448723,0.15,5.634,5.634,0.0
1237,J1625-4904,246.32520833,-49.076,0.460339,0.20,5.251,5.251,0.0
1238,J1625-4913,246.318375,-49.22905556,0.355856,0.20,5.296,5.296,0.0
1239,J1626-44,246.75,-44.36666667,0.308354,0.30,8.304,8.304,1.8447837667531701
1240,J1626-4537,246.70408333,-45.62377778,0.370141,1.20,4.977,4.977,0.0018543891840170897
1241,J1626-4807,246.67708333,-48.13166667,0.293928,0.37,7.453,7.453,0.0
1242,J1626-6621,246.52854583,-66.35424167,0.450868,0.20,3.816,3.816,2.655567239771948
1245,J1627-4706,246.86979167,-47.11394444,0.140746,0.18,6.407,6.407,0.0
1246,J1627-4845,246.79308333,-48.75222222,0.612331,0.48,4.880,4.880,0.0
1247,J1627-49,246.925,-49.9,0.623678,0.13,5.542,5.542,0.0
1248,J1627-51,246.875,-51.13333333,0.439684,0.08,3.750,3.750,0.0
1249,J1627-5547,246.83783333,-55.79788889,0.352464,0.65,5.046,5.046,0.2364045769598564
1250,J1627-5936,246.969125,-59.61536111,0.354234,1.60,3.391,3.391,0.0
1253,J1628-4804,247.11179167,-48.08305556,0.865971,1.20,6.887,6.887,0.0
1254,J1628-4828,247.12875,-48.47833333,4.137539,0.29,6.726,6.726,0.0
1257,J1629-3825,247.31090833,-38.42480556,0.526365,0.38,5.574,5.574,1.8611988529020342
1258,J1629-6902,247.28654417,-69.045915,0.006001,1.01,0.963,0.963,0.0
1259,J1630-2609,247.62079167,-26.16305556,1.912420,0.42,5.297,5.297,1.2021893072870178
1262,J1630-4719,247.51029167,-47.32833333,0.559071,0.46,5.427,5.427,0.7648991347506336
1263,B1626-47,247.656125,-47.55138889,0.575971,9.90,5.044,5.044,0.0
1265,J1631-4155,247.826375,-41.91769444,0.551241,0.19,10.801,10.801,0.0
1266,J1632-1013,248.22583333,-10.22166667,0.717637,0.15,10.272,10.272,0.660579331699736
1267,J1632-4509,248.05833333,-45.1525,1.046810,0.16,11.498,11.498,0.05077527532143403
1268,J1632-4621,248.20755417,-46.3635,1.709154,0.80,9.986,9.986,0.5300214833821139
1269,J1632-4757,248.06941667,-47.95958333,0.228569,0.51,4.836,4.836,0.16945640835490472
1270,J1632-4818,248.16541667,-48.31494444,0.813672,0.48,5.308,5.308,1.9653088836345105
1272,B1630-44,248.44603333,-44.8855,0.436507,2.76,14.810,14.810,0.0
1273,J1633-4805,248.2725,-48.09333333,0.710830,0.23,6.171,6.171,1.0794345826086946
1274,B1629-50,248.25035875,-50.25232167,0.352145,7.60,6.005,6.005,0.00014937942453128406
1276,J1634-4229,248.56110417,-42.49563889,2.015263,0.16,18.861,18.861,0.0
1277,J1634-49,248.625,-49.86666667,0.684936,0.13,11.716,11.716,0.0
1278,J1634-5107,248.52079167,-51.12933333,0.507356,0.05,7.212,7.212,0.0
1279,J1634-5640,248.579875,-56.68019444,0.224201,0.30,5.461,5.461,0.0
1280,J1635-1511,248.94733333,-15.19777778,1.179387,0.50,1.445,1.445,0.0
1282,B1633+24,248.85742371,24.31314405,0.490507,0.40,2.433,2.433,0.12411674062810414
1283,J1635-4513,248.98083333,-45.22416667,1.594746,0.25,7.735,7.735,1.0902320098156548
1285,J1635-4944,248.98083333,-49.74333333,0.671964,0.40,7.360,7.360,0.0
1286,B1630-59,248.78783333,-59.91138889,0.529121,1.80,7.214,7.214,0.0
1287,J1636-2614,249.04794167,-26.24638889,0.510454,0.19,7.839,7.839,0.0
1288,J1636-4440,249.068875,-44.67361111,0.206649,0.29,12.455,12.455,0.0
1289,J1636-4803,249.13333333,-48.06527778,1.204644,1.10,4.759,4.759,0.0724420414968274
1290,J1636-4933,249.22979167,-49.55277778,0.430367,0.45,10.229,10.229,0.0
1291,J1637-4335,249.48666667,-43.595,0.771367,0.18,25.000,25.000,0.0
1292,J1637-4450,249.47145833,-44.84063889,0.252870,0.40,11.423,11.423,0.0
1293,B1634-45,249.49455,-45.89078333,0.118773,1.50,3.442,3.442,0.0
1294,J1637-46,249.4,-46.21666667,0.493091,0.70,5.744,5.744,0.0
1295,J1637-4642,249.30729167,-46.70394444,0.154047,0.93,4.410,4.410,0.0
1296,J1637-4721,249.2975,-47.35083333,1.165741,0.42,4.416,4.416,0.0
1297,J1637-4816,249.4945,-48.27,0.837365,0.74,7.362,7.362,0.0
1299,J1638-3815,249.65562083,-38.25094444,0.698261,0.67,19.076,19.076,0.0
1300,J1638-3951,249.56483333,-39.86638889,0.771130,0.21,14.681,14.681,0.015027923197578905
1302,J1638-4233,249.60295833,-42.56527778,0.510929,0.35,22.186,22.186,0.0
1303,J1638-4344,249.72033333,-43.73444444,1.121944,0.17,4.741,4.741,0.0
1304,J1638-44,249.575,-44.66666667,0.568057,0.15,12.466,12.466,0.06368238395685864
1305,J1638-4417,249.69260833,-44.28422222,0.117802,0.30,12.027,12.027,0.0
1306,J1638-4608,249.59691667,-46.13705556,0.278155,0.45,4.570,4.570,0.0
1307,J1638-4725,249.55391667,-47.42555556,0.763933,0.32,4.742,4.742,0.0
1308,J1638-5226,249.74983333,-52.44927778,0.340503,0.60,4.220,4.220,0.596518163427977
1309,J1639-4359,249.77854167,-43.99777778,0.587559,0.92,4.892,4.892,0.0
1310,B1635-45,249.8383375,-46.07586111,0.264558,1.00,3.788,3.788,0.0
1311,J1640+2224,250.06977112,22.40245113,0.003163,0.46,1.515,1.503,0.0
1313,J1640-4648,250.19841667,-46.8125,0.178352,0.26,4.469,4.469,0.0
1314,B1636-47,250.05454167,-47.26058333,0.517430,1.56,4.909,4.909,0.0
1315,J1640-4951,250.1815,-49.85058333,0.739099,0.15,9.673,9.673,1.0580434119181337
1316,J1641-2347,250.32516667,-23.79333333,1.091008,1.90,0.922,0.922,0.0
1317,B1639+36A,250.42029246,36.45416078,0.010378,0.14,7.420,6.736,0.508641257342713
1318,B1639+36B,250.41829767,36.43291333,0.003528,0.02,7.420,4.823,0.4359200423522945
1319,J1641+3627C,250.4208645,36.45076217,0.003722,0.03,7.420,5.812,0.4996323896983295
1320,J1641+3627D,250.4266468,36.45783392,0.003118,0.02,7.420,6.777,0.5457576745493385
1321,J1641+3627E,250.42509208,36.45971322,0.002487,0.01,7.420,7.264,0.5474928272925044
1326,J1643-1224,250.90900916,-12.41629785,0.004622,3.78,0.740,0.791,0.0
1328,J1643-4505,250.90379167,-45.09605556,0.237390,0.45,4.738,4.738,0.0
1329,J1643-4522,250.835,-45.36694444,1.347899,0.11,4.615,4.615,0.018219405685887393
1330,J1643-4550,250.80633333,-45.84847222,0.717508,0.34,4.378,4.378,0.0
1332,J1644-44,251.15,-44.16666667,0.173911,0.40,9.510,9.510,0.0
1333,B1641-45,251.20530417,-45.98603056,0.455078,300.00,4.500,4.437,0.0
1334,J1644-46,251.025,-46.43333333,0.250941,0.80,4.284,4.284,0.0
1335,J1644-4657,251.16041667,-46.96055556,0.125962,0.59,6.749,6.749,0.0
1336,B1642-03,251.2585025,-3.29939417,0.387690,25.76,3.846,1.326,0.0
1338,J1646-1910,251.57775,-19.17055556,4.817736,0.08,2.616,2.616,0.0
1340,J1646-4308,251.73041667,-43.13527778,0.840680,0.33,16.160,16.160,0.025772987009153116
1341,B1643-43,251.71375,-43.77722222,0.231603,1.25,6.226,6.226,0.026094585839708286
1342,J1646-5123,251.65145833,-51.38738889,0.530075,0.17,10.974,10.974,0.2200644078457571
1343,B1641-68,251.72879167,-68.53102778,1.785613,4.90,1.245,1.245,2.0378443110474525
1344,J1647-3607,251.94379167,-36.11777778,0.212316,0.20,16.871,16.871,0.08537819009853288
1347,J1648-3256,252.02529167,-32.94466667,0.719455,0.70,6.729,6.729,0.0
1348,J1648-4458,252.05416667,-44.97388889,0.629632,0.55,5.518,5.518,0.0
1349,J1648-4611,252.09184583,-46.18770833,0.164958,0.61,4.468,4.468,0.0
1350,J1648-6044,252.21345833,-60.74041667,0.583765,0.70,5.567,5.567,1.179987388642745
1353,J1649-3805,252.450925,-38.09975,0.262026,1.75,8.839,8.839,0.0
1354,J1649-3935,252.27783333,-39.59561111,0.770910,0.05,13.459,13.459,0.004591420878658865
1355,J1649-4349,252.33508333,-43.82283333,0.870712,0.75,4.408,4.408,0.0
1356,J1649-4653,252.35254167,-46.88591667,0.557036,0.37,4.964,4.964,0.0
1357,J1649-4729,252.326125,-47.49805556,0.297692,0.29,14.320,14.320,0.4967028372299856
1358,J1649-5553,252.37958333,-55.89444444,0.613571,1.40,11.604,11.604,0.059193506166754256
1359,J1650-1654,252.61320583,-16.911745,1.749552,1.10,1.055,1.055,0.0
1360,J1650-4126,252.55489167,-41.44272222,0.308918,0.29,4.869,4.869,0.0
1361,J1650-4341,252.68616667,-43.69188889,0.309398,0.26,5.342,5.342,0.0
1362,J1650-4502,252.63458333,-45.04369444,0.380870,0.61,3.918,3.918,0.0
1364,J1650-4921,252.6462875,-49.35104444,0.156400,0.29,5.307,5.307,0.0
1366,B1648-17,252.882303,-17.15614106,0.973394,0.30,0.836,0.836,0.0
1367,B1648-42,252.95332083,-42.76943611,0.844081,21.40,5.200,5.753,0.0
1368,J1651-4519,252.98833333,-45.31972222,0.517443,0.54,5.061,5.061,0.12729986164899582
1369,B1647-52,252.92900833,-52.38288333,0.635058,4.10,6.284,6.284,0.3328597078581638
1370,B1647-528,252.92254167,-52.92991667,0.890537,2.72,5.809,5.809,0.0
1371,J1651-7642,252.78279167,-76.71097222,1.755311,0.70,3.361,3.361,0.0
1372,J1652-1400,253.0694875,-14.00761111,0.305447,0.40,0.598,0.598,0.0
1373,B1649-23,253.24387329,-24.06413041,1.703739,1.44,3.369,3.369,0.0
1376,J1652-4838,253.225,-48.75,0.003785,0.92,4.395,4.395,1.0325192402520942
1378,J1653-2054,253.37929167,-20.91530556,0.004129,0.57,2.631,2.631,0.2248703744881215
1379,B1650-38,253.415825,-38.63911111,0.305037,2.00,5.440,5.440,0.8329553766712925
1380,J1653-4030,253.392625,-40.50038889,1.019372,0.40,17.188,17.188,0.3109102724752594
1381,J1653-4105,253.355725,-41.09044444,0.498978,0.27,14.022,14.022,0.0
1382,J1653-4249,253.41758333,-42.81758333,0.612558,1.50,4.475,4.475,0.0
1383,J1653-4315,253.37375,-43.25027778,0.419280,0.53,4.004,4.004,0.0
1385,J1653-4854,253.48625,-48.91416667,3.059510,0.18,15.188,15.188,0.08876922150076855
1388,J1654-2713,253.59844778,-27.21710208,0.791822,0.30,4.942,4.942,1.166317181645655
1390,J1654-4140,253.59791667,-41.67333333,1.273945,0.71,4.645,4.645,0.0
1391,J1654-4245,253.592,-42.76083333,1.101555,0.14,10.606,10.606,0.0
